Sea_area,Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon
동중국해,2007-08,28.81,31.021,5.0372,0.0578,0.0205,0.4104,5.8151
동중국해,2007-08,28.66,31.508000000000006,4.8108,0.0378,0.006999999999999999,0.0527,8.6593
동중국해,2007-08,28.71,31.706,5.8269,0.1103,0.0475,0.457,5.872999999999998
동중국해,2007-08,28.95,32.845,4.356,0.0554,0.0106,0.2789,3.8156
동중국해,2007-08,29.5,32.965,3.6771,0.0947,0.0476,,1.2644
남해,2007-08,24.19,32.18,6.71,0.07200000000000001,0.028999999999999998,12.53,8.312000000000001
동중국해,2007-08,29.18,33.567,5.1486,0.1033,0.0307,0.1421,2.4805
남해,2007-08,25.18,33.16,5.72,,,,
남해,2007-08,25.14,31.88,5.19,0.054000000000000006,0.069,4.181,5.202000000000001
동중국해,2007-08,29.18,33.567,5.0914,0.1016,0.0229,0.8349,3.6094
동중국해,2007-08,28.82,31.635,5.0349,0.1302,0.0259,0.353,8.9253
남해,2007-08,26.16,31.73,4.89,0.048,0.252,4.097,6.881
동중국해,2007-08,28.82,31.146,4.9783,0.2587,0.0224,1.111,9.6794
남해,2007-08,25.12,31.93,5.12,,,,
동중국해,2007-08,28.82,30.994,5.632999999999999,0.1588,0.0164,1.0769,7.865
남해,2007-08,24.55,32.58,5.54,0.131,0.008,14.315,6.428
남해,2007-08,23.51,32.39,5.52,,,,
동중국해,2007-08,28.36,30.983,5.3177,0.1706,0.0288,1.3913,8.326
동중국해,2007-08,28.7,31.136,5.4617,0.0569,0.0174,0.1835,2.5509
동중국해,2007-08,28.44,31.083,5.6006,0.039,0.0106,,4.0962
동중국해,2007-08,28.49,31.045,5.2616,0.3185,,0.9792,3.8402
동중국해,2007-08,27.61,31.019,5.6896,0.1158,0.003,,3.7309
동중국해,2007-08,26.37,30.964,5.632999999999999,0.0485,0.3506,2.7491,3.2459
남해,2007-08,24.94,32.08,5.62,1.278,0.027000000000000003,3.904,8.046
남해,2007-08,24.74,32.09,4.72,,,,
남해,2007-08,24.07,32.62,5.54,,,,
남해,2007-08,24.17,31.88,5.48,,,,
남해,2007-08,27.23,31.78,4.83,0.242,0.036000000000000004,3.335,5.782
남해,2007-08,27.19,32.36,4.62,,,,
남해,2007-08,28.38,32.35,4.64,,,,
남해,2007-08,28.68,32.04,4.75,0.468,0.166,2.7230000000000003,7.377000000000002
남해,2007-08,27.52,32.19,5.01,,,,
남해,2007-08,25.03,32.13,5.14,0.083,0.012,3.466,7.194
남해,2007-08,23.6,32.35,5.0,,,,
남해,2007-08,24.3,32.34,4.93,0.142,0.022000000000000002,3.467,9.541
동해,2007-08,22.7006,33.0255,6.0729,0.1468,0.1004,3.764,2.568
남해,2007-08,24.85,32.17,5.8,,,,
남해,2007-08,25.34,32.0,4.82,,,,
동해,2007-08,25.3418,32.7139,5.1611,,,,
남해,2007-08,24.04,32.32,5.82,,,,
남해,2007-08,23.29,32.46,5.94,1.457,0.006999999999999999,3.131,9.356
동해,2007-08,25.9097,32.3977,4.8315,0.1502,0.1192,3.6088,7.3885
남해,2007-08,25.77,31.44,5.04,,,,
동해,2007-08,27.2105,32.9437,4.4761,,,,
남해,2007-08,27.88,31.04,4.78,0.264,0.006999999999999999,2.87,7.885
남해,2007-08,27.68,31.3,4.73,,,,
동해,2007-08,26.3086,32.7218,4.7111,,,,
남해,2007-08,27.28,31.4,4.86,0.14300000000000002,0.024,2.866,6.202000000000001
동해,2007-08,25.7076,32.4258,5.5786,0.2678,0.0702,2.6867,5.9535
동해,2007-08,25.0853,32.6243,4.99,,,,
동해,2007-08,23.4525,32.8517,6.056,0.2042,0.1185,2.6809,3.3238
동해,2007-08,17.9336,33.7044,5.4877,,,,
동해,2007-08,17.8892,33.5557,5.3218,,,,
서해,2007-08,21.5,31.644,4.999,0.4021,1.4612,6.7265,6.5109
서해,2007-08,23.29,31.621,,,,,
서해,2007-08,24.3,31.777,5.4689999999999985,0.0652,0.1669,0.9878,3.729
서해,2007-08,24.71,31.886,,,,,
서해,2007-08,25.09,32.077,5.1984,0.6904,0.0968,2.0614,3.4476
서해,2007-08,24.85,31.57,5.4405,0.1305,0.0311,2.3024,2.1587
동해,2007-08,16.9045,33.825,5.5108,,,,
동해,2007-08,15.2679,34.1626,4.2951,,,,
서해,2007-08,25.06,31.5,,,,,
동해,2007-08,19.4295,33.3955,5.541,0.2031,0.0329,2.2880000000000003,8.4846
동해,2007-08,22.3273,33.2916,6.6496,,,,
서해,2007-08,24.54,31.093000000000004,5.526,0.0765,0.0939,2.1065,2.809
동해,2007-08,25.8744,33.0251,4.8637,0.1031,0.0977,5.657,5.2313
서해,2007-08,23.95,30.868,5.8678,,,,
동해,2007-08,26.9202,33.2346,4.6226,,,,
동해,2007-08,27.1292,33.0647,4.5392,0.2033,0.0726,2.6482,4.0976
동해,2007-08,26.5887,33.3261,4.5728,,,,
서해,2007-08,24.42,31.396,5.2838,0.1278,0.1478,1.968,2.2523
동해,2007-08,26.9078,33.29,4.5792,0.1668,0.0704,2.4805,4.3923
동해,2007-08,26.0156,33.091,4.6898,,,,
서해,2007-08,23.58,31.577,5.6684,0.0173,0.1533,3.0833,3.4331
동해,2007-08,23.8727,33.0112,5.2231,0.1029,0.0558,2.7964,4.6928
서해,2007-08,24.16,31.544,,,,,
남해,2007-08,26.93,31.51,4.68,0.091,0.033,3.784,4.051
동해,2007-08,21.8983,33.1164,6.3444,,,,
서해,2007-08,24.52,31.494,5.1557,0.0676,0.0814,0.4165,2.7008
남해,2007-08,27.56,30.95,4.54,,,,
서해,2007-08,24.67,32.016,,,,,
동해,2007-08,19.9601,33.3567,5.7489,0.1297,0.0391,2.1357,4.1399
남해,2007-08,28.4,30.1,4.36,0.17800000000000002,0.048,3.091,6.278
동해,2007-08,15.7114,34.0635,6.4065,,,,
서해,2007-08,25.23,32.024,,,,,
남해,2007-08,28.87,32.41,4.21,,,,
동해,2007-08,17.9156,33.8861,6.8006,0.0756,0.0343,2.3887,0.9018
서해,2007-08,25.19,32.074,5.2838,0.08199999999999999,0.0739,1.5867,5.3603
동해,2007-08,17.5838,33.9066,6.9196,,,,
동해,2007-08,15.4926,34.0361,5.8696,,,,
서해,2007-08,24.79,31.532,,,,,
서해,2007-08,25.77,30.257,6.8077,0.0593,0.1901,2.378,8.7921
남해,2007-08,29.46,30.75,4.38,0.65,0.01,4.603,4.642
남해,2007-08,28.82,29.67,4.23,,,,
남해,2007-08,29.14,29.25,4.46,0.098,0.03,7.122000000000001,4.798
동해,2007-08,12.1487,34.1427,6.8577,,,,
동해,2007-08,12.1101,34.1321,6.9666,,,,
동해,2007-08,18.2135,34.0,5.9915,0.1722,0.2279,2.6961,6.4394
남해,2007-08,28.84,28.75,4.24,,,,
동해,2007-08,24.8281,33.4933,5.1172,,,,
남해,2007-08,28.65,28.92,4.36,1.816,0.018000000000000002,5.978,4.686
동해,2007-08,25.1049,33.4724,4.7309,0.1103,0.2661,2.5976,2.9142
남해,2007-08,28.37,28.53,4.63,,,,
남해,2007-08,28.03,28.85,4.79,0.317,0.023,3.909,1.6369999999999998
동해,2007-08,25.6014,33.3566,4.6692,,,,
남해,2007-08,26.88,30.03,4.12,,,,
동해,2007-08,25.6743,33.6618,4.7054,0.1007,0.3151,2.8967,2.5103
남해,2007-08,27.37,28.71,4.28,0.142,0.03,3.694,2.291
남해,2007-08,26.27,30.9,4.94,,,,
동해,2007-08,23.8792,33.5471,4.982,,,,
동해,2007-08,21.1308,33.7015,6.7203,0.08,0.2686,2.6978,0.7709
서해,2007-08,25.04,31.931,5.1129,0.0976,0.0534,2.2106,7.7794
남해,2007-08,26.71,30.01,5.86,0.17,0.038,2.827,1.524
서해,2007-08,25.66,32.045,,,,,
동해,2007-08,21.91,33.3366,6.0605,,,,
서해,2007-08,25.68,32.11,5.3266,0.0615,0.0348,1.8664,4.7568
남해,2007-08,26.9,30.64,5.06,0.329,0.033,2.877,3.754
서해,2007-08,25.7,31.99,,,,,
동해,2007-08,25.5733,33.3347,5.7817,0.0945,0.3073,2.5047,2.9599
서해,2007-08,26.22,31.914,5.0844,0.0918,0.0258,1.7541,4.0922
동해,2007-08,26.4506,33.5831,4.6235,,,,
서해,2007-08,27.06,31.798,,,,,
남해,2007-08,25.77,30.78,5.01,,,,
서해,2007-08,27.5,31.609,5.056,0.1035,0.0326,2.1351,4.0005
남해,2007-08,27.59,30.5,5.06,0.199,0.10800000000000001,13.499,5.9220000000000015
서해,2007-08,28.79,31.892,,,,,
남해,2007-08,27.82,31.04,5.0,,,,
서해,2007-08,27.77,31.685,4.9705,0.0915,0.0994,2.3591,4.1765
남해,2007-08,28.28,31.0,4.31,0.109,0.154,4.067,4.433
남해,2007-08,27.28,31.05,4.42,,,,
남해,2007-08,28.51,30.87,3.72,1.046,0.081,3.449,6.324
서해,2007-08,26.24,31.791,5.4689999999999985,,,,
남해,2007-08,28.75,30.22,4.73,,,,
동해,2007-08,26.7224,33.7552,4.6127,,,,
남해,2007-08,30.14,28.92,5.4,0.536,0.034,3.17,1.324
동해,2007-08,26.7214,33.7949,4.5739,,,,
남해,2007-08,28.53,28.52,5.4,,,,
동해,2007-08,26.627,33.7796,4.5521,0.0655,0.0234,2.4455,2.718
남해,2007-08,28.87,29.92,4.13,0.028,0.002,2.334,1.42
남해,2007-08,28.18,30.1,4.24,,,,
서해,2007-08,26.77,31.764,5.3693,0.207,0.0689,2.2242,4.5244
남해,2007-08,25.95,31.33,4.84,0.8079999999999999,0.044000000000000004,4.884,6.704
동해,2007-08,25.1872,33.3031,4.7904,,,,
서해,2007-08,27.11,31.768,5.2411,0.1319,0.024,0.8605,4.6389
남해,2007-08,21.89,32.31,4.25,,,,
서해,2007-08,27.47,31.586,,,,,
동해,2007-08,24.709,33.365,4.8045,0.1235,0.0774,2.1365,2.2063
서해,2007-08,27.41,31.778,5.2554,0.0868,0.0437,0.9829,3.5248
서해,2007-08,26.75,31.509,,,,,
동해,2007-08,25.1272,33.3707,5.0956,,,,
서해,2007-08,26.83,31.422,5.6256,0.0562,0.0444,1.9654,5.6627
서해,2007-08,25.74,31.625,,,,,
동해,2007-08,25.4071,33.5194,4.6627,0.1651,0.0253,2.1964,3.0114
서해,2007-08,25.36,32.114000000000004,5.1699,0.2249,0.193,6.9246,12.0788
동해,2007-08,25.6732,33.6041,4.6731,,,,
동해,2007-08,25.8376,33.6504,4.7296,0.3316,0.0413,2.2271,3.062
서해,2007-08,22.09,32.368,,,,,
서해,2007-08,21.79,32.306999999999995,6.2096,0.153,0.037000000000000005,1.826,5.2528
동해,2007-08,26.0648,33.4234,4.748,,,,
동해,2007-08,12.5113,34.185,6.3893,0.1205,0.0264,2.0836,5.6358
동해,2007-08,15.6299,33.7492,6.6544,,,,
동해,2007-08,22.694000000000006,33.2066,5.789,0.1311,0.222,3.2233,8.0511
서해,2007-08,26.64,31.82,,,,,
동해,2007-08,22.3386,33.4066,5.5138,,,,
서해,2007-08,27.17,31.669,5.3408,0.0892,0.5209,2.7583,4.2594
서해,2007-08,27.78,31.526,,,,,
서해,2007-08,28.23,31.568,5.1557,0.0806,0.0639,2.6508,3.9452
동해,2007-08,22.8766,33.253,6.2408,,,,
동해,2007-08,21.3351,33.2106,5.9474,0.1837,0.1968,3.4959,14.8231
동해,2007-08,22.0079,33.8273,4.9886,,,,
서해,2007-08,28.04,31.57,5.1557,,,,
동해,2007-08,23.6879,33.6903,5.0101,0.1365,0.0284,2.1037,5.7518
서해,2007-08,28.62,31.494,5.0844,,,,
서해,2007-08,28.34,31.621,5.1129,0.0507,0.0393,1.2897,3.2692
서해,2007-08,28.36,31.629,,,,,
동해,2007-08,27.0645,33.5799,4.5894,,,,
서해,2007-08,23.98,32.023,5.3123,0.0713,0.0365,2.4909,6.0037
동해,2007-08,25.3042,33.5968,4.6793,0.1081,0.0292,2.2326,3.7229
서해,2007-08,27.77,31.746,,,,,
서해,2007-08,26.97,31.776,5.4975,0.0388,0.0282,1.7185,4.8848
동해,2007-08,26.3768,33.681999999999995,4.63,,,,
서해,2007-08,27.6,31.638,,,,,
동해,2007-08,24.7316,33.5594,4.7801,0.1246,0.0192,1.9937,3.6246
서해,2007-08,28.76,31.651,5.1699,0.0268,0.026000000000000002,2.7522,4.885
서해,2007-08,28.67,31.512,,,,,
동해,2007-08,25.3865,33.4767,4.7412,,,,
동해,2007-08,25.761,33.363,4.73,0.1654,0.0285,2.1434,2.5803
동해,2007-08,26.9023,33.4708,4.6514,0.1625,0.0586,2.1037,2.5113
동해,2007-08,24.9985,33.4462,4.8717,,,,
동해,2007-08,24.3077,33.5691,4.912,0.1485,0.066,1.9394,6.473
동해,2007-08,19.5528,33.4696,5.8892,,,,
동해,2007-08,19.8686,33.8317,5.6606,0.1678,0.0799,2.2591,9.9617
동해,2007-08,24.325,33.6746,4.9217,,,,
동해,2007-08,25.0199,33.3069,4.7810000000000015,0.0846,0.0098,2.1507,7.2878
남해,2008-08,23.941,33.157,6.89,0.3286,0.013999999999999999,9.639,4.9589
동해,2008-08,24.5526,33.7324,3.9451,0.0055,0.031,,2.7657
동해,2008-08,24.2805,33.6602,3.8738,,,,
남해,2008-08,26.758000000000006,32.339,5.72,,,,
동해,2008-08,24.6046,33.8824,3.7948,0.0487,0.0553,6.2738,1.7374
남해,2008-08,26.662,31.875,6.03,0.2345,0.040999999999999995,7.7810000000000015,7.1885
동해,2008-08,25.0454,33.6723,3.7926,,,,
동해,2008-08,25.3358,33.8668,3.7652,0.0247,0.0358,0.4692,1.2192
남해,2008-08,24.636,32.758,5.41,0.3668,0.084,4.744,7.5206
동해,2008-08,24.8651,33.7771,3.9225,,,,
남해,2008-08,25.102,32.659,5.32,,,,
남해,2008-08,24.272,32.695,5.42,0.3726,0.06,7.274,9.0011
동해,2008-08,24.9974,33.4659,4.003,0.0343,0.0407,0.4717,0.8655
남해,2008-08,22.214,33.261,5.23,,,,
동해,2008-08,24.6261,33.6473,3.6774,0.0343,0.0261,0.3233,3.3003
동해,2008-08,24.8698,33.9081,3.6944,,,,
동해,2008-08,25.0722,33.916,3.7472,0.0295,0.0431,0.3914,3.1358
남해,2008-08,25.398000000000003,32.966,5.51,0.3237,0.106,2.148,10.593
남해,2008-08,25.464,32.967,4.82,,,,
동해,2008-08,25.4025,33.1745,3.6498,,,,
남해,2008-08,24.968000000000004,32.945,5.61,,,,
동해,2008-08,24.5315,33.4117,3.8446,0.0487,0.0577,0.3404,3.5718
남해,2008-08,26.288,31.934,5.21,,,,
남해,2008-08,27.394,32.6,5.1,0.6729,0.636,2.778,14.5369
동해,2008-08,24.6677,33.6008,3.8491,,,,
남해,2008-08,26.53,32.14,4.82,,,,
동해,2008-08,25.064,33.8187,3.6527,0.0199,0.0237,0.615,4.0818
동해,2008-08,25.1448,33.7846,3.748,,,,
동해,2008-08,25.0259,33.6736,3.7586,0.0583,0.0261,3.4614,2.9466
동해,2008-08,24.84,33.7353,3.732,,,,
동해,2008-08,23.3903,33.7448,4.2737,,,,
동해,2008-08,23.6782,33.7595,3.9742,0.0295,0.0213,0.3963,2.8479
동해,2008-08,24.7747,33.786,3.7113,,,,
동해,2008-08,25.0781,33.7879,3.7801,0.1977,0.0334,0.8921,2.9302
동해,2008-08,24.8596,33.7793,3.7788,,,,
동해,2008-08,24.9594,33.5223,3.151,0.092,0.0358,0.2845,2.56
동해,2008-08,24.8812,33.8636,3.8271,,,,
동해,2008-08,25.158,33.5493,3.7958,0.0343,0.048,0.4036,2.9795
동해,2008-08,24.3763,33.1235,3.9088,,,,
남해,2008-08,29.553,31.565,4.81,,,,
남해,2008-08,29.454,31.856,4.84,6.2158,0.023,3.037,11.0563
동해,2008-08,24.1482,33.1053,3.7285,0.0775,0.031,0.3744,4.164
남해,2008-08,29.144,31.788,5.03,,,,
남해,2008-08,27.368,31.465,5.06,5.5306,0.013000000000000001,2.952,9.5175
남해,2008-08,26.111,31.615,5.18,,,,
남해,2008-08,24.143,32.664,5.77,3.9699,0.013999999999999999,3.645,9.1568
남해,2008-08,24.692,32.224000000000004,5.72,,,,
남해,2008-08,25.106,33.027,4.73,,,,
남해,2008-08,23.52,32.648,5.52,,,,
남해,2008-08,23.908,32.193000000000005,5.42,3.7798,0.025,5.167000000000002,10.5822
남해,2008-08,25.482,31.683000000000003,5.2,,,,
남해,2008-08,26.808000000000003,31.633000000000006,5.01,2.07,0.016,6.884,9.638
남해,2008-08,27.496,31.125,4.93,,,,
남해,2008-08,27.143,30.876,5.89,2.8818,0.023,2.432,8.9706
동해,2008-08,26.1847,33.6054,3.7028,0.092,0.0431,0.1727,2.9631
동해,2008-08,26.4891,34.11,3.7868,,,,
동해,2008-08,26.1844,33.4819,3.7537,0.1016,0.0358,0.1994,2.412
동해,2008-08,25.4842,32.7889,3.8736,,,,
동해,2008-08,26.2365,32.4337,3.7717,0.0679,0.048,0.6467,3.8679
동해,2008-08,23.1666,33.4891,4.149,,,,
동해,2008-08,22.9629,33.382,4.1734,0.0535,0.0092,0.3039,2.741
남해,2008-08,26.182,31.031,5.52,1.1762,0.141,2.199,8.5437
동해,2008-08,23.6777,33.2753,4.2473,,,,
남해,2008-08,28.3832,30.4938,4.52,,,,
동해,2008-08,23.4186,33.6134,3.9942,,,,
남해,2008-08,28.958,30.099,5.13,2.1574,0.113,2.287,7.7356
남해,2008-08,29.185,30.671,4.36,,,,
남해,2008-08,29.381,32.742,4.63,1.1316,0.076,2.898,2.3913
동해,2008-08,26.4879,33.9394,3.7804,0.0968,0.0136,0.2338,1.8855
남해,2008-08,29.366,32.602,4.42,,,,
남해,2008-08,29.58,30.85,4.72,0.897,0.04,2.311,5.682
남해,2008-08,29.646,29.532,4.52,,,,
동해,2008-08,27.7582,31.9734,3.8031,,,,
동해,2008-08,27.9776,31.9456,3.7293,,,,
동해,2008-08,27.8484,31.8604,3.7063,0.1064,0.0383,0.5178,5.0853
남해,2008-08,30.931,29.465,5.32,0.5587,0.062,3.644,7.3365
동해,2008-08,28.1239,31.9035,3.6298,,,,
남해,2008-08,29.792,29.242,4.82,,,,
동해,2008-08,27.6971,32.2896,3.6363,0.1352,0.0431,0.4036,6.8045
남해,2008-08,29.973000000000006,28.477,4.78,0.8396,0.135,2.353,3.0005
동해,2008-08,26.9192,32.2658,3.7537,,,,
남해,2008-08,29.639,28.767,4.45,,,,
남해,2008-08,29.639,28.767,5.72,2.1923,0.11800000000000001,8.235,12.461
남해,2008-08,29.878,29.448,5.18,,,,
동해,2008-08,26.4442,33.974000000000004,3.785,,,,
남해,2008-08,29.122,29.327,6.68,1.6959,0.12,2.215,14.5304
동해,2008-08,26.3595,33.8077,3.6408,0.1112,0.0112,0.3286,2.05
남해,2008-08,29.408,29.252,5.18,0.8869,0.145,2.76,8.3366
동해,2008-08,26.827,33.6535,3.6351,,,,
남해,2008-08,28.891,30.759,5.11,,,,
남해,2008-08,29.623,29.051,5.46,0.5839,0.09300000000000001,3.489,1.1192
동해,2008-08,26.961,33.5597,3.5897,0.1737,0.0257,0.3652,7.2405
남해,2008-08,29.441,28.673,5.13,,,,
남해,2008-08,28.933000000000003,29.401,5.61,0.5815,0.1,13.993,1.7844
동해,2008-08,27.5631,32.0749,3.6492,,,,
남해,2008-08,28.736,29.562,4.72,,,,
남해,2008-08,29.05,29.799,5.4,0.6675,0.096,7.48,1.6392
동해,2008-08,25.8911,32.2016,4.625,0.11599999999999999,0.0377,0.3604,2.5765
남해,2008-08,29.103,29.031,4.81,,,,
동해,2008-08,20.2409,32.9357,4.4829,,,,
남해,2008-08,29.215,29.489,5.51,0.4557,0.047,2.674,3.0977
동해,2008-08,18.7501,33.2513,4.6006,0.0968,0.0184,0.2339,2.157
남해,2008-08,29.359,29.422,5.21,,,,
동해,2008-08,21.6295,32.5473,4.8513,,,,
동해,2008-08,22.0109,32.4324,4.8329,,,,
남해,2008-08,28.851,28.993,5.14,1.3954,0.078,1.849,4.4122
남해,2008-08,28.718000000000004,29.475,5.02,,,,
남해,2008-08,27.559,30.489,4.97,1.2102,0.0045,3.201,5.0168
남해,2008-08,26.761,31.003,4.38,,,,
서해,2008-08,27.693,30.754,,,,,
서해,2008-08,26.876,31.143,5.1996,0.4362,0.1086,4.4242,7.8815
서해,2008-08,27.221,31.214,,,,,
동중국해,2008-08,27.715,30.734,4.9108,0.5452,,,5.0008
서해,2008-08,21.121,32.174,6.0094,0.4703,0.0924,0.9758,7.3383
서해,2008-08,23.855,31.869,,,,,
동중국해,2008-08,29.83,30.95,4.7622,0.1394,0.0027,1.0173,5.2253
서해,2008-08,23.45,31.777,5.5832,0.2612,0.0616,1.0609,9.3192
서해,2008-08,28.297,30.736,,,,,
서해,2008-08,28.762,29.211,5.1144,0.4095,0.2568,2.2253,2.013
동중국해,2008-08,29.32,32.81,4.7509,0.2062,0.1762,1.4937,3.9375
동중국해,2008-08,29.6,32.77,4.6823,0.1728,0.2105,2.3835,5.0481
서해,2008-08,28.82,29.425,5.3275,,,,
동중국해,2008-08,29.38,30.57,4.7623,0.1632,0.2307,2.0836,5.7806
동중국해,2008-08,29.51,29.89,4.8437,0.2014,0.3134,1.4383,7.9546
동중국해,2008-08,29.48,30.67,4.525,0.2635,0.2569,1.9525,6.7258
동중국해,2008-08,29.64,28.85,4.8764,0.2014,0.2408,4.9824,7.033
동중국해,2008-08,29.63,28.46,4.8437,0.1967,0.2307,3.0792,9.1715
서해,2008-08,22.137,32.172,,,,,
동중국해,2008-08,29.56,28.74,4.878,0.1776,0.0188,4.3824,10.2467
서해,2008-08,21.738000000000003,32.149,5.6827,0.2021,0.0152,0.736,8.5244
동중국해,2008-08,29.49,29.06,4.9107,0.2301,0.0188,1.8744,8.3445
동중국해,2008-08,29.55,30.07,4.7244,0.168,0.0208,0.8686,7.7065
동중국해,2008-08,29.34,31.16,4.82,0.0821,,2.4138,9.4196
동중국해,2008-08,29.38,31.5,4.8651,0.0773,,1.5643,7.5765
동중국해,2008-08,29.24,30.48,4.8551,0.1346,,1.1131,9.9749
동중국해,2008-08,29.29,28.75,4.9808,0.1155,0.0229,2.8398,7.7183
동해,2008-08,24.1719,32.1212,3.9455,,,,
동해,2008-08,24.2561,32.102,3.9704,,,,
동해,2008-08,24.7771,32.3502,3.9072,0.1833,0.0281,0.1367,2.5107
동해,2008-08,24.2476,32.4307,3.8318,,,,
동해,2008-08,25.2457,32.3291,3.7441,0.1833,0.0377,0.1343,4.9948
동해,2008-08,26.1474,32.2182,3.6632,,,,
동해,2008-08,26.4289,31.8813,3.7344,,,,
동해,2008-08,25.0903,32.1864,4.3156,0.1881,0.0667,0.0786,5.8092
동해,2008-08,24.0269,32.4574,4.0088,,,,
동해,2008-08,22.8561,32.2367,4.171,0.2938,0.2743,3.1403,5.5377
서해,2008-08,21.738000000000003,32.149,5.6827,0.2021,0.0152,0.736,8.5244
동중국해,2008-08,29.05,29.19,5.0711,0.1919,,2.8045,10.0695
서해,2008-08,27.047,31.549,4.9297,0.1299,0.0706,1.1036,6.1359
서해,2008-08,27.19,31.518,,,,,
동중국해,2008-08,28.73,29.09,5.0254,0.1585,,0.9745,5.4144
서해,2008-08,27.332,31.026,4.8303,0.1212,0.0634,0.76,6.9632
동중국해,2008-08,29.94,29.49,4.7701,0.1919,,1.1307,7.6474
서해,2008-08,27.483,30.726,8.8649,,,,
동중국해,2008-08,27.14,29.84,4.9112,0.1585,,1.3979,5.5916
동중국해,2008-08,28.44,30.48,4.888,0.2396,,1.2467,7.0921
동중국해,2008-08,28.16,30.23,4.9336,0.1967,,1.408,7.9309
동중국해,2008-08,28.18,30.36,5.5406,0.3017,,1.2769,5.6388
동중국해,2008-08,27.15,30.42,5.2037,0.3972,0.0208,2.9356,8.7226
서해,2008-08,22.699,32.138000000000005,5.1428,0.6602,0.48100000000000004,4.5902,10.7795
동중국해,2008-08,27.83,30.22,4.7815,0.0677,0.0168,2.0079,4.9299
서해,2008-08,25.668000000000006,31.852,,,,,
동중국해,2008-08,28.65,29.15,4.6938,0.1489,0.0249,1.9147,2.8978
서해,2008-08,25.046,32.036,5.3417,0.1007,0.0681,0.6745,4.3772
동중국해,2008-08,28.66,29.09,4.7181,0.2683,,3.4775,6.2296
서해,2008-08,25.967,31.973000000000006,,,,,
동중국해,2008-08,29.07,29.35,4.9571,0.1394,,2.5801,5.9697
서해,2008-08,26.348000000000006,31.954,5.3559,0.1186,0.0814,0.3039,3.5627
서해,2008-08,26.339,32.053000000000004,,,,,
동중국해,2008-08,28.8,30.14,4.7737,0.1107,0.0047,1.9071,8.0373
서해,2008-08,25.877,31.931,5.228,0.1147,0.0746,1.3929,1.889
동중국해,2008-08,29.22,29.05,4.648,0.0582,0.037000000000000005,3.1473,6.0524
서해,2008-08,25.867,31.955,5.157,0.151,0.0264,1.0289,2.1918
동중국해,2008-08,29.08,31.63,4.7966,0.0868,0.0128,3.9564,5.5089
동중국해,2008-08,29.25,30.43,4.1137,0.1346,,1.466,6.3714
서해,2008-08,25.911,31.409,,,,,
서해,2008-08,25.731,31.861,5.3275,0.2101,0.0499,2.2248,3.8187
서해,2008-08,25.998,31.931,,,,,
서해,2008-08,25.503,31.985,5.4696,0.0687,0.0861,0.8527,5.6243
서해,2008-08,24.931,32.078,,,,,
서해,2008-08,24.734,32.013000000000005,5.7253,0.1672,0.017,1.1283,3.3585
서해,2008-08,23.823,31.996,,,,,
서해,2008-08,24.582,31.121,6.2083,0.2221,0.0516,1.5547,3.6573
서해,2008-08,24.462,31.362,5.4411,0.2915,0.0586,0.9225,4.4671
서해,2008-08,24.531,31.48,,,,,
서해,2008-08,23.205,31.937,5.8389,0.3627,0.0674,1.0406,4.2219
서해,2008-08,24.899,32.116,,,,,
서해,2008-08,24.06,32.072,5.2991,0.0637,0.1329,1.2576,4.1975
서해,2008-08,23.772,31.968000000000004,,,,,
서해,2008-08,24.054,31.844,5.2565,0.1227,0.0403,1.023,2.3817
서해,2008-08,24.749,31.701,,,,,
서해,2008-08,24.561,31.523000000000003,5.1996,0.16,0.098,1.1409,1.4832
서해,2008-08,23.749,31.682,5.2138,0.3775,0.0978,2.6183,2.3193
서해,2008-08,24.323,31.584,5.0007,,,,
서해,2008-08,23.86,31.373,5.086,0.0604,0.0258,1.5009,2.911
서해,2008-08,23.822,31.189,8.7513,,,,
서해,2008-08,23.814,31.574,5.086,0.0796,0.0398,0.8246,2.2312
서해,2008-08,24.361,31.853,,,,,
서해,2008-08,24.122,32.062,5.3275,0.1812,0.0546,1.3522,4.8149
서해,2008-08,23.752,32.022,,,,,
서해,2008-08,23.58,31.989,5.6827,0.124,0.0376,0.5715,3.2847
서해,2008-08,23.05,31.547,,,,,
서해,2008-08,22.884,31.239,5.2991,0.3131,0.5122,3.9924,5.4078
동해,2009-08,24.1241,31.989,4.8811,,,,
동해,2009-08,24.1602,31.9949,4.8826,,,,
동해,2009-08,24.0632,32.0013,4.8964,,,2.2857,1.6978
동해,2009-08,24.3057,31.6268,4.9082,,,,
동해,2009-08,25.0364,31.6341,4.8122,0.6579,0.0293,0.2765,1.3688
동해,2009-08,24.4954,31.8036,4.8633,,,,
동해,2009-08,22.0101,33.0508,5.0564,0.0323,,2.2143,1.2447
동해,2009-08,24.9957,31.1549,5.2473,0.0323,,2.2143,3.9134
동해,2009-08,23.4464,32.9183,4.9432,,,,
동해,2009-08,23.5946,32.9348,4.9278,0.7418,0.0257,0.1844,0.9858
동해,2009-08,24.1355,32.5497,4.8951,,,,
동해,2009-08,23.903,31.8934,5.4622,0.0323,0.0714,2.2857,2.5126
동해,2009-08,23.7552,33.1171,4.8262,0.0323,,2.2143,1.3665
동해,2009-08,25.074,32.4221,4.7043,,,,
