Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon,Probability
2016-10-13,20.4581,30.9659,5.3205,0.0672,0.1024,1.6017,5.0404,0.0687
2016-10-13,20.5745,31.3326,5.3347,0.0317,0.1249,1.6334,4.0706,0.0685
2016-10-13,20.8966,31.9815,4.9649,0.5,0.3517,2.7312,4.7839,0.0772
2016-10-14,21.8729,32.5105,5.0502,0.0315,0.0738,1.2401,2.005,0.0967
2016-10-16,21.3258,31.3783,4.9714,0.1286,0.69,3.167,4.9352,0.0786
2016-10-16,21.7683,32.4687,5.9143,0.0895,0.1432,1.0728,2.4083,0.0922
2016-10-16,21.363000000000003,32.0616,5.1429,0.1178,0.6537,1.7543,6.4222,0.0772
2016-10-18,21.4227,31.9267,5.0857,0.2067,0.544,2.2569999999999997,4.9352,0.0829
2016-10-18,21.693,31.9535,5.0571,0.1691,0.718,1.359,5.7969,0.0909
2016-10-18,22.0395,32.2837,5.2286,0.1272,0.5407,1.5593,5.7213,0.0955
2016-10-18,22.176,32.7297,5.5143,0.0404,0.1042,0.7618,2.1166,0.1041
2016-10-18,21.1598,31.7745,5.8286,0.068,0.0489,0.3051,0.9402,0.0887
2016-10-19,21.4827,31.7231,5.1429,0.1643,0.7637,1.5383,6.93,0.0841
2016-10-19,21.6646,31.5835,5.2857,0.1784,0.8290000000000001,1.0090000000000001,6.5424,0.0931
2016-10-19,21.3224,31.8359,5.2286,0.0532,0.1808,1.7762,8.1415,0.076
2016-10-19,23.1267,33.7988,4.6857,0.1616,0.2561,2.4489,5.6943,0.1131
2016-10-19,24.8049,34.1546,4.7714,0.0475,0.1802,1.3428,16.2517,0.1522
2016-10-19,24.8043,34.2143,4.9714,0.0791,0.1757,0.7013,3.3739999999999997,0.1923
2016-10-20,25.5273,34.3962,4.7429,0.0887,0.1087,0.2963,2.3894,0.2401
2016-10-20,22.0597,32.5487,5.0,0.1244,0.1991,2.5489,7.6512,0.0881
2016-10-20,21.7227,31.9095,5.1143,0.1423,0.1914,2.3426,8.5494,0.085
2016-10-26,23.1702,33.445,5.3143,0.2054,0.4101,2.3789,5.2904,0.1175
2016-10-26,20.599,30.9606,5.4571,0.0475,0.066,0.35700000000000004,4.7961,0.0767
2016-10-26,20.305999999999997,31.2149,5.6571,0.0458,0.0965,0.5965,8.8289,0.0617
2016-10-26,20.4091,30.9727,5.6,0.0424,0.028999999999999998,0.239,5.0662,0.0719
2016-10-27,22.0219,32.9674,5.3714,0.1407,0.3535,2.4165,6.9003,0.0832
2016-10-27,19.8365,32.336,5.4857,0.1313,0.5057,2.7883,5.4187,0.0444
2016-11-03,20.8361,31.6004,4.8848,0.2623,0.0668,6.2786,0.0511,0.0659
2016-11-04,21.0601,31.7842,4.8843,0.282,0.1359,6.5991,0.1101,0.0681
2016-11-04,20.6421,31.6492,4.9115,0.2563,0.5919,4.8149,0.4573,0.0642
2016-11-04,20.6402,32.4843,4.8257,0.305,0.423,7.4081,0.3614,0.052
2016-11-04,22.430999999999997,33.8661,4.7437,0.3748,0.1741,4.6411,9.5967,0.0812
2016-11-04,22.9906,34.2136,4.6011,0.1184,0.4566,0.6994,2.7654,0.1176
2016-11-04,23.3158,34.2081,4.518,0.1073,0.165,1.1474,3.528,0.127
2016-11-04,22.9855,34.1251,4.7449,0.1242,0.3691,1.0501,4.4859,0.1131
2016-11-04,23.9903,34.1641,4.5455,0.0536,0.0162,0.4152,2.8034,0.1611
2016-11-04,25.1388,34.3833,4.6314,0.0239,0.0254,0.2736,2.0896,0.2165
2016-11-05,20.9313,31.2325,3.9246,0.3846,0.0453,9.0415,13.8913,0.0512
2016-11-05,20.7424,31.2428,4.6857,0.4258,0.0812,9.7159,13.6364,0.0455
2016-11-05,19.7574,31.3404,4.9102,0.36200000000000004,0.2006,7.6364,9.794,0.0383
2016-11-05,18.6626,31.1287,4.9675,0.0264,0.0108,0.9874,5.2671,0.0398
2016-11-05,18.7251,31.1279,5.0786,0.0139,0.0505,0.9283,5.5473,0.0401
2016-11-06,20.1175,32.9396,4.2911,0.1226,0.261,2.5948,7.5051,0.0474
2016-11-06,19.3462,32.5552,3.0792,0.2369,0.5018,4.3555,9.0499,0.0367
2016-11-06,19.4658,32.5149,2.7658,0.0791,0.1797,2.0674,5.352,0.0461
2016-11-06,23.8084,34.1769,4.6569,0.0743,0.0619,0.5502,2.9314,0.1514
2016-11-06,23.6399,34.3089,4.5984,0.0697,0.0455,0.9102,2.613,0.1407
2016-11-06,23.5156,34.2541,4.7436,0.1021,0.1741,0.7891,3.2253,0.1356
2016-12-02,12.4546,32.1153,6.1061,0.8423,0.0404,10.5541,15.5613,0.0027
2016-12-02,12.3335,32.2059,6.0916,0.914,0.18899999999999997,10.1036,14.2919,0.0028
2016-12-02,11.5141,32.1383,6.3824,0.4103,0.0955,3.7832,7.5166,0.0029
2016-12-02,11.2745,32.0761,6.2225,0.2422,0.0774,2.0388,5.6223,0.003
2016-12-02,12.642000000000001,31.9431,6.1352,0.3095,0.3142,4.7987,10.102,0.0037
2016-12-03,12.7205,31.9856,6.047999999999999,0.4977,0.2358,4.7521,9.0434,0.0042
2016-12-03,12.2835,32.0464,6.047999999999999,0.3373,0.1333,3.2913,6.5358,0.004
2016-12-03,12.8519,32.2147,5.8881,0.6424,0.3345,8.1496,11.9461,0.0035
2016-12-03,11.9514,32.2715,6.3678,0.5753,0.1827,6.1829,9.5521,0.0029
2016-12-03,12.3142,32.2722,6.1788,0.5563,0.1255,5.7823,8.6669,0.0035
2016-12-03,12.7954,32.1795,5.7281,0.7173,0.18100000000000002,6.2258,9.4504,0.0043
2016-12-03,12.3911,32.1079,5.9462,0.4919,0.1688,5.6743,9.6762,0.0035
2016-12-03,12.6206,32.0088,6.0189,0.633,0.2412,4.9415,8.7164,0.0043
2016-12-03,12.7653,31.9877,6.0771,0.2261,0.18,3.1472,5.9496,0.0046
2016-12-04,12.838,31.997,6.0771,0.3429,0.16699999999999998,3.161,5.8169,0.0049
2016-12-04,12.831,32.042,5.9462,0.3977,0.2154,4.6611,7.7908,0.0044
2016-12-04,12.665999999999999,32.052,6.0771,0.4213,0.1665,3.8391,6.8134,0.0044
2016-12-04,12.965,32.137,6.1061,0.6031,0.1628,6.8007,10.9704,0.004
2016-12-04,12.275,32.277,5.8735,0.7070000000000001,0.0348,8.3815,11.873,0.003
2016-12-07,12.6267,33.6014,5.7001,0.2978,0.2307,3.8147,7.955,0.0035
2016-12-07,15.7496,33.9943,5.1366,0.3822,0.5184,5.1362,9.2101,0.0087
2016-12-07,16.5395,34.117,5.0853,0.3624,0.5264,4.7822,8.6483,0.0115
2016-12-08,17.2198,33.7866,4.8551,0.2747,0.7306,4.3996,6.0191,0.0155
2016-12-08,12.7477,32.1247,6.0771,0.2187,0.156,3.6638,6.5419,0.0043
2016-12-08,16.1753,33.5615,5.1213,0.1098,0.71,3.8589,4.4494,0.0111
2016-12-08,13.0059,32.4225,5.9171,0.4334,0.171,6.8691,11.0825,0.0037
2016-12-08,16.4752,33.6347,5.0884,0.2309,0.5986,4.6725,5.3518,0.012
2016-12-08,13.357000000000001,32.179,6.0044,0.1784,0.1231,3.1855,7.3137,0.0052
2016-12-08,13.219000000000001,32.43,6.1207,0.3744,0.0939,4.5732,8.9189,0.0046
2016-12-08,17.631,33.9661,4.7557,0.2733,0.7739,5.2181,5.8934,0.0166
2016-12-08,12.742,32.467,5.859,0.7056,0.0479,8.1773,11.2561,0.0035
2016-12-08,17.0966,34.0586,4.9379,0.2818,0.5131,4.7486,6.9693,0.014
2016-12-08,12.527000000000001,32.437,5.8154,0.7461,0.0332,11.2197,15.5475,0.0025
2016-12-08,15.2286,34.0083,5.1283,0.3491,0.4389,5.005,9.6995,0.0073
2016-12-11,16.5306,34.2057,4.9376,0.4302,0.366,5.7185,8.7898,0.0111
2016-12-11,17.124000000000002,33.9483,5.0173,0.2122,0.5006,3.9981,6.0734,0.0148
2016-12-12,16.9517,33.8203,4.8966,0.0808,0.6471,4.099,5.6723,0.0135
2016-12-12,15.5892,33.5079,5.0261,0.2346,0.5397,4.449,5.5355,0.0093
2016-12-12,15.9505,33.6316,5.0686,0.2611,0.5932,4.923,5.9522,0.01
2016-12-12,16.2236,34.1371,7.4857,0.5005,0.4836,6.0944,11.978,0.0084
2016-12-12,18.2804,34.3189,5.8286,0.2478,0.68,2.56,6.237,0.0217
2016-12-12,15.7845,33.6474,5.1396,0.2297,0.6758,3.9927,5.9428,0.0098
2016-12-12,18.7575,34.3868,5.1429,0.2363,0.5138,2.3812,15.424000000000001,0.0223
2016-12-12,16.0363,34.0251,4.6286,0.5536,0.4846,6.5504,23.796,0.0073
2016-12-12,15.2172,33.73,5.0,0.586,0.6637,6.3823,12.616,0.007
2016-12-12,17.1116,33.8989,4.8866,0.2563,0.7102,4.2615,6.2283,0.0147
2016-12-12,17.3129,34.1984,5.0,0.3318,0.42200000000000004,4.3069999999999995,9.506,0.0148
2016-12-12,17.8369,34.0002,4.8574,0.2046,0.6642,3.3747,5.7177,0.0193
2016-12-13,16.7789,33.7188,5.1024,0.135,0.5098,2.3112,4.9712,0.0149
2016-12-13,20.4764,34.4585,4.7714,0.1538,0.7115,2.1365,6.787999999999999,0.0447
2016-12-13,15.7508,33.9359,4.9429,0.5682,0.4075,8.7315,15.294,0.0068
2016-12-13,14.5666,33.4957,5.2857,0.4273,0.5768,5.3952,8.9,0.0062
2016-12-13,13.2282,32.888000000000005,5.4857,0.3888,0.2847,3.9393,7.3320000000000025,0.0048
2016-12-13,19.5754,34.459,5.0571,0.1993,0.5635,2.2865,5.35,0.0346
2016-12-17,19.4569,34.5072,5.1714,0.1739,0.7602,2.5078,5.231,0.0318
2016-12-17,19.4575,34.5108,5.0286,0.2039,0.6363,2.0107,5.182,0.0337
2016-12-17,16.7891,34.2505,4.9887,0.3347,0.6039,4.5937,8.4293,0.0123
2016-12-17,19.8705,34.556999999999995,4.9143,0.2963,0.4704,2.8176,5.343,0.0382
2016-12-17,16.9026,33.9099,4.8965,0.235,0.6265,3.5914,6.1593,0.0143
2016-12-17,16.1617,33.865,5.0308,0.2937,0.6341,4.7156,6.8286,0.0105
2016-12-17,20.9818,34.5364,5.0,0.1377,0.5404,1.7256,4.096,0.0557
2016-12-18,15.6033,33.832,5.0427,0.2787,0.6706,4.6074,6.4689,0.0088
2016-12-18,20.848000000000006,34.524,5.1143,0.1515,0.5342,2.1428,4.133,0.0522
2016-12-18,16.4722,33.8787,5.0428,0.0958,0.5855,3.5278,5.7627,0.0119
2016-12-18,18.8245,34.5187,5.2571,0.2417,0.5496,2.8474,6.614,0.0256
2016-12-18,16.6416,33.9315,5.099,0.2107,0.672,3.7328,6.0946,0.0127
2016-12-18,15.3923,34.2246,4.9832,0.4782,0.6333,6.9502,12.7264,0.0065
2016-12-18,17.214000000000002,34.1472,4.897,0.2144,0.7665,3.5541,6.3206,0.0151
2016-12-19,17.3833,34.2485,4.8029,0.145,0.7667,3.4046,6.3746,0.0156
2016-12-19,17.667,34.2698,4.725,0.2737,0.7066,3.6911,7.0812,0.0175
2016-12-19,16.6949,34.271,4.8616,0.4289,0.5399,4.7341,8.367,0.0124
2016-12-19,18.6002,34.5164,5.2571,0.3626,0.6729999999999999,3.7119999999999997,7.52,0.023
2016-12-19,15.9569,33.2163,5.3429,0.3957,0.3504,5.8776,11.626,0.0094
2016-12-20,13.1921,31.9108,5.8571,0.1978,0.8052,4.2618,9.637,0.0044
2016-12-20,12.9806,31.9114,5.9714,0.1862,0.5545,4.3225,11.174000000000001,0.004
2016-12-20,13.7044,32.6462,5.4286,0.3988,0.3171,6.6929,23.291999999999998,0.0036
2016-12-20,16.5626,34.075,5.0857,0.4766,0.4451,7.5969,12.169,0.0096
2016-12-20,14.9848,33.5614,4.9143,0.6268,0.2872,9.8948,15.499,0.0053
2016-12-20,12.7725,33.2253,5.6571,0.8479,0.1158,12.7842,16.199,0.0023
2017-02-03,4.2751,32.0113,7.235,0.568,0.057999999999999996,11.225999999999999,11.898,0.0002
2017-02-03,5.1337,32.1202,7.407,0.44299999999999995,0.077,8.342,7.3420000000000005,0.0003
2017-02-03,6.2867,32.365,7.0920000000000005,0.3720000000000001,0.08800000000000001,5.849,7.087999999999999,0.0004
2017-02-03,7.3677,32.2955,6.733,0.147,0.052000000000000005,2.844,3.73,0.0007
2017-02-04,7.5454,32.2937,6.575,0.535,0.040999999999999995,1.0959999999999999,1.5830000000000002,0.0011
2017-02-04,6.9387,32.3195,6.733,0.368,0.096,5.7970000000000015,8.109,0.0005
2017-02-04,6.4499,32.3697,6.819,0.581,0.096,9.316,10.658,0.0004
2017-02-04,6.4813,32.3205,6.819,0.784,0.091,8.945,10.183,0.0004
2017-02-04,5.7932,32.3012,7.005,0.7290000000000001,0.146,10.877,13.091,0.0003
2017-02-13,4.9788,32.2946,7.2929999999999975,0.594,0.102,7.271,8.264,0.0003
2017-02-13,6.2289,32.3603,7.063,0.62,0.096,4.375,4.852,0.0005
2017-02-13,6.1972,32.3616,7.063,0.53,0.136,7.023,9.146,0.0004
2017-02-13,6.9226,32.3067,6.8329999999999975,0.18100000000000002,0.055999999999999994,3.185,4.481,0.0006
2017-02-13,7.5428,32.2882,6.6610000000000005,0.35,0.08900000000000001,6.115,8.891,0.0006
2017-02-14,7.5043,32.32,6.6610000000000005,0.314,0.085,5.922999999999999,7.73,0.0006
2017-02-14,7.0297,32.3158,6.761,0.47700000000000004,0.051,3.4589999999999996,4.8389999999999995,0.0007
2017-02-14,6.9270000000000005,32.3968,6.977,0.907,0.102,13.356,14.963,0.0003
2017-02-14,4.9867,32.344,7.162999999999999,1.013,0.062,6.8210000000000015,8.887,0.0003
2017-02-14,6.8809,32.3839,7.005,0.738,0.11800000000000001,7.231,8.107999999999999,0.0005
2017-02-14,7.5883,32.3981,6.675,0.499,0.057999999999999996,8.039,9.418,0.0006
2017-02-14,8.0629,32.4821,6.761,0.408,0.051,6.027,7.162000000000001,0.0008
2017-02-15,9.7856,33.0677,6.546,0.563,0.052000000000000005,8.441,10.405999999999999,0.0011
2017-02-15,9.4559,32.8863,6.46,0.384,0.04,6.92,8.152000000000001,0.0011
2017-02-15,8.4042,32.6229,6.776,0.44799999999999995,0.066,7.494,8.812000000000003,0.0008
2017-02-15,12.0749,33.9344,6.0470000000000015,0.344,0.078,2.944,4.891,0.0031
2017-02-19,12.9051,34.3997,5.829,0.311,0.391,5.7570000000000014,8.109,0.003
2017-02-19,13.9222,34.496,5.771,0.265,0.297,4.965,7.827000000000001,0.0044
2017-02-19,14.0725,34.522,6.029,0.324,0.27,5.1339999999999995,9.144,0.0045
2017-02-19,12.7165,34.3465,6.0,0.322,0.384,5.471,9.294,0.0028
2017-02-19,12.6207,34.3543,6.057,0.325,0.287,4.57,8.961,0.0029
2017-02-21,12.7276,34.3459,6.171,0.37799999999999995,0.247,5.843999999999999,10.402000000000001,0.0028
2017-02-21,16.2893,34.7152,5.4,0.20800000000000002,0.369,3.821,6.6,0.0102
2017-02-21,12.9726,34.3841,5.971,0.376,0.22,6.041,10.494000000000002,0.003
2017-02-21,8.7654,33.7509,6.657,0.359,0.258,5.5710000000000015,9.93,0.0008
2017-02-25,9.7139,33.8791,6.513999999999999,0.436,0.317,7.1229999999999976,11.607000000000001,0.001
2017-02-25,13.6998,34.6054,5.914,0.302,0.259,5.2589999999999995,8.382,0.0039
2017-02-25,15.386,34.7002,5.5429999999999975,0.222,0.282,4.021,6.874,0.0075
2017-02-25,14.5133,34.6346,5.5710000000000015,0.27699999999999997,0.242,4.008,8.076,0.0056
2017-02-25,16.4781,34.7215,5.2570000000000014,0.23,0.48,3.315,8.141,0.011
2017-02-25,10.9225,33.314,5.8629999999999995,0.418,0.217,7.984,9.714,0.0016
2017-02-26,10.9313,33.0835,5.928,0.425,0.038,8.392999999999999,10.445,0.0016
2017-02-26,10.3807,32.6869,5.992999999999999,0.313,0.002,6.905,5.662999999999999,0.0016
2017-02-26,16.3717,34.707,5.343,0.24100000000000002,0.496,3.5460000000000003,7.127999999999999,0.0106
2017-02-26,10.3568,32.646,6.068,0.40399999999999997,0.011000000000000001,11.964,10.673,0.0011
2017-02-26,10.3057,32.5619,6.025,0.447,0.024,13.935,12.440999999999999,0.0009
2017-02-26,16.6034,34.6519,5.314,0.272,0.395,4.268,7.81,0.0111
2017-02-26,10.5732,32.5239,5.999,0.355,0.052000000000000005,10.065,9.685,0.0013
2017-02-26,15.8228,34.6481,5.5429999999999975,0.23600000000000002,0.212,3.533,7.3020000000000005,0.009
2017-02-26,11.6217,33.1682,5.801,0.281,0.003,5.395,5.537999999999999,0.0025
2017-02-26,15.058,34.5285,5.629,0.297,0.102,4.16,8.962,0.0068
2017-02-26,13.6842,33.8232,5.522,0.298,0.073,8.51,7.419,0.0037
2017-02-26,15.2977,34.3928,5.296,0.315,0.237,6.7479999999999976,8.112,0.0065
2017-02-26,14.440999999999999,34.4404,5.771,0.33,0.07200000000000001,4.5169999999999995,9.975,0.0054
2017-02-26,17.3999,34.7163,4.999,0.209,0.322,6.535,3.989,0.0134
2017-02-26,17.7957,34.7619,4.926,0.223,0.217,11.918,3.487,0.0112
2017-02-26,12.0279,34.0392,6.114,0.34600000000000003,0.077,6.023,9.978,0.0023
2017-02-26,16.96,34.6885,5.008,0.5870000000000001,0.11699999999999999,12.382,12.450999999999999,0.0081
2017-02-26,13.0632,34.3001,5.771,0.285,0.063,5.4879999999999995,8.061,0.0033
2017-02-26,16.058,34.5066,5.138,0.354,0.302,7.474,7.481,0.0082
2017-02-27,13.9481,34.5515,5.8,0.257,0.073,4.51,7.376,0.0046
2017-02-27,15.9368,34.5447,5.189,0.34299999999999997,0.314,12.072000000000001,7.109,0.0059
2017-02-27,14.5804,34.5783,5.686,0.316,0.15,4.755,8.639,0.0056
2017-02-27,11.918,33.3821,5.7829999999999995,0.385,0.053,7.144,8.576,0.0024
2017-02-27,11.9697,33.4873,5.778,0.428,0.051,8.946,10.257,0.0021
2017-02-27,12.7759,34.3381,5.914,0.336,0.083,6.023,9.175,0.0029
2017-02-27,11.7238,33.3947,5.7989999999999995,0.434,0.059000000000000004,14.37,10.443,0.0014
2017-02-27,13.4679,34.541,5.829,0.28800000000000003,0.107,4.937,8.025,0.0038
2017-02-27,9.7441,32.5027,6.144,0.493,0.079,24.537,11.482999999999999,0.0004
2017-02-27,10.0141,33.6201,6.2860000000000005,0.552,0.08800000000000001,8.835,12.53,0.0011
2017-02-27,9.5233,32.3933,6.181,0.45899999999999996,0.031,12.323,9.742,0.0009
2017-02-27,9.3926,32.2881,6.2170000000000005,0.491,0.03,29.36,10.52,0.0003
2017-02-27,10.0381,32.9045,6.0920000000000005,0.47700000000000004,0.057999999999999996,18.065,10.572000000000001,0.0007
2017-02-27,9.3011,32.4446,6.21,0.457,0.051,11.665999999999999,10.47,0.0008
2017-02-28,9.2919,32.3788,6.21,0.511,0.027999999999999997,12.385,11.617,0.0008
2017-02-28,10.8892,33.2772,5.928,0.445,0.045,10.889000000000001,10.625,0.0013
2017-02-28,10.7602,33.1217,5.9879999999999995,0.342,0.077,22.88300000000001,7.87,0.0006
2017-02-28,11.6888,33.4839,5.81,0.401,0.066,16.112000000000002,9.546,0.0012
2017-02-28,14.7156,34.3805,5.401,0.40700000000000003,0.067,8.822000000000003,8.695,0.0049
2017-02-28,15.3318,34.5072,5.269,0.397,0.07200000000000001,8.953,8.007,0.006
2017-02-28,16.0416,34.5949,5.209,0.33799999999999997,0.335,6.564,6.648,0.0086
2017-02-28,16.7654,34.6286,5.024,0.322,0.38299999999999995,8.922,6.64,0.0094
2017-02-28,17.3104,34.741,4.961,0.28300000000000003,0.467,35.367,5.627999999999999,0.0022
2017-02-28,17.2266,34.7272,4.99,0.297,0.426,8.492,5.7589999999999995,0.0111
2017-04-06,5.7920000000000025,32.025999999999996,7.306,1.048,0.09,20.741999999999997,15.007,0.0002
2017-04-06,7.189,32.093,8.271,0.28800000000000003,0.077,6.765,5.17,0.0005
2017-04-06,6.922999999999999,32.218,7.565,0.573,0.08199999999999999,7.97,5.528,0.0005
2017-04-06,8.565,32.249,8.343,0.062,0.025,2.094,1.337,0.0011
2017-04-07,8.397,32.243,8.068999999999999,0.396,0.039,1.955,2.05,0.0012
2017-04-07,8.297,32.283,7.853,0.062,0.035,2.49,1.8259999999999998,0.001
2017-04-07,7.795,32.251,8.314,0.11800000000000001,0.022000000000000002,1.757,0.7,0.0009
2017-04-07,6.409,32.132,7.147,1.05,0.11699999999999999,17.831,14.189,0.0002
2017-04-07,11.6182,34.1935,7.3370000000000015,0.084,0.045,0.242,0.647,0.0029
2017-04-07,7.627999999999999,32.124,7.7810000000000015,0.466,0.102,8.322000000000001,3.964,0.0006
2017-04-07,13.2721,34.5283,6.399,0.069,0.043,0.16699999999999998,1.6640000000000001,0.0049
2017-04-07,13.6802,34.493,6.284,0.132,0.075,0.934,4.3389999999999995,0.0052
2017-04-07,12.4116,34.3251,6.222,0.196,0.14400000000000002,2.425,5.372000000000001,0.0032
2017-04-08,11.3603,34.2891,6.327999999999999,0.171,0.016,1.192,4.28,0.0025
2017-04-08,12.2305,34.3252,6.1770000000000005,0.185,0.10099999999999999,1.87,5.0889999999999995,0.0031
2017-04-08,13.6142,34.5327,6.143,0.14400000000000002,0.069,0.479,4.173,0.0053
2017-04-08,7.5310000000000015,32.201,7.796,0.813,0.159,13.595,6.438,0.0005
2017-04-08,13.4844,34.482,6.483,0.061,0.004,0.025,1.6780000000000002,0.0053
2017-04-08,7.952000000000001,32.356,7.767,0.37799999999999995,0.085,4.59,2.585,0.0008
2017-04-08,8.19,32.333,8.43,0.08,0.013000000000000001,1.574,1.29,0.001
2017-04-08,8.585,32.285,7.81,0.262,0.017,1.9269999999999998,1.4669999999999999,0.0012
2017-04-08,13.8391,34.5348,6.148,0.08199999999999999,0.018000000000000002,0.009000000000000001,2.6919999999999997,0.0059
2017-04-08,13.5381,34.4962,6.205,0.10300000000000001,0.011000000000000001,0.152,3.9739999999999998,0.0053
2017-04-08,8.891,32.236999999999995,7.825,0.055,0.013999999999999999,1.057,1.3719999999999999,0.0013
2017-04-09,9.038,32.319,7.7810000000000015,0.115,0.018000000000000002,1.4980000000000002,5.83,0.0013
2017-04-09,8.722999999999999,32.296,7.838999999999999,0.087,0.022000000000000002,1.943,4.959,0.0011
2017-04-09,8.04,32.321,7.695,0.261,0.08800000000000001,4.439,11.686,0.0007
2017-04-09,7.686,32.244,7.5939999999999985,0.46399999999999997,0.064,5.6129999999999995,2.175,0.0008
2017-04-09,11.7818,34.4142,6.212999999999999,0.22,0.07,1.228,6.694,0.0027
2017-04-09,13.2455,34.446,6.068,0.205,0.133,1.354,5.684,0.0045
2017-04-09,8.371,32.321999999999996,7.19,0.7390000000000001,0.15,11.707,14.530999999999999,0.0006
2017-04-09,14.6785,34.6707,5.8329999999999975,0.18600000000000005,0.09300000000000001,0.687,5.497000000000001,0.0074
2017-04-09,11.9774,34.3084,6.324,0.191,0.042,1.337,5.5820000000000025,0.003
2017-04-09,11.2963,34.2964,6.449,0.122,0.023,0.239,4.5680000000000005,0.0025
2017-04-10,11.7519,34.3504,6.187,0.152,0.008,1.76,4.981,0.0027
2017-04-10,13.0131,34.4514,6.104,0.125,0.017,1.141,3.8289999999999997,0.0042
2017-04-10,12.1604,34.2875,5.757999999999999,0.16,0.05,2.202,5.7079999999999975,0.003
2017-04-10,14.1922,34.4851,6.09,0.139,0.17600000000000002,1.505,5.732,0.0059
2017-04-10,12.2092,34.4224,6.744,0.038,0.011000000000000001,0.22,1.949,0.0034
2017-04-13,9.382,32.292,8.055,0.092,0.019,3.5189999999999997,0.8909999999999999,0.0013
2017-04-13,14.2704,34.5773,5.853,0.17300000000000001,0.147,1.909,6.8770000000000024,0.0058
2017-04-13,9.601,32.332,8.531,0.047,0.013999999999999999,2.503,1.2309999999999999,0.0015
2017-04-13,12.0372,34.2912,6.061,0.271,0.124,3.4819999999999998,5.7139999999999995,0.0027
2017-04-13,12.7554,34.38,6.12,0.14800000000000002,0.027999999999999997,1.3090000000000002,4.577,0.0039
2017-04-13,9.603,32.722,7.81,0.222,0.055,2.476,5.803999999999999,0.0014
2017-04-13,10.236,32.951,8.3,0.046,0.016,1.5930000000000002,0.7390000000000001,0.0018
2017-04-13,12.1231,34.3063,6.234,0.054000000000000006,0.05,1.564,4.647,0.003
2017-04-13,9.441,32.834,6.744,1.048,0.15,12.799000000000001,15.138,0.0008
2017-04-13,12.463,33.748000000000005,6.859,0.359,0.09699999999999999,3.3710000000000004,5.5329999999999995,0.0034
2017-04-13,12.3247,34.3273,6.164,0.18100000000000002,0.07400000000000001,2.0540000000000003,5.084,0.0032
2017-04-14,11.806,34.3109,6.216,0.14400000000000002,0.009000000000000001,1.4340000000000002,4.724,0.0028
2017-04-14,14.9644,34.6175,5.904,0.081,0.006,0.39799999999999996,5.343999999999999,0.008
2017-04-14,14.3639,34.5334,5.893,0.14800000000000002,0.149,0.873,6.655,0.0064
2017-04-15,14.5216,33.7652,6.0,0.192,0.726,6.005,7.916,0.0051
2017-04-15,16.0639,34.6717,6.057,0.07400000000000001,0.5670000000000001,0.769,5.8389999999999995,0.0106
2017-04-15,15.3728,34.6309,5.9170000000000025,0.109,0.039,0.7829999999999999,5.646,0.009
2017-04-15,15.1901,34.6626,5.7970000000000015,0.161,0.254,1.395,5.518,0.0082
2017-04-15,13.6789,34.3012,6.686,0.049,0.486,0.47600000000000003,1.172,0.0054
2017-04-15,14.7698,34.6006,5.875,0.106,0.098,0.752,2.908,0.0078
2017-04-16,14.5894,34.514,6.5710000000000015,0.051,0.48,0.8190000000000001,6.2,0.0064
2017-04-16,12.7221,33.9667,6.886,0.028999999999999998,0.47700000000000004,1.5659999999999998,21.088,0.0026
2017-04-16,15.6203,34.6173,5.837999999999999,0.11800000000000001,0.023,0.7659999999999999,6.2120000000000015,0.0098
2017-04-16,13.7954,34.4475,5.815,0.215,0.33,1.87,7.215,0.0051
2017-04-16,15.067,34.4933,6.371,0.11,0.536,1.421,22.964000000000002,0.0054
2017-04-16,16.5338,34.5438,6.086,0.071,0.5429999999999999,1.4,6.4460000000000015,0.0119
2017-04-16,15.0508,34.4812,6.2860000000000005,0.14,0.5920000000000001,2.818,7.481,0.0067
2017-04-16,13.8616,33.8189,7.229,0.035,0.47,1.143,5.252999999999999,0.0052
2017-04-16,14.0433,33.829,6.086,0.336,0.8540000000000001,4.998,10.719000000000001,0.0045
2017-04-19,13.9464,34.111999999999995,5.914,0.22399999999999998,0.688,4.268,8.2,0.0046
2017-04-19,15.5726,34.4409,5.829,0.213,0.7240000000000001,4.206,7.199,0.0077
2017-04-19,15.4346,34.4068,5.914,0.23800000000000002,0.737,3.142,7.245,0.0079
2017-04-19,17.1966,34.7516,5.4,0.12300000000000001,0.6579999999999999,2.158,4.569,0.015
2017-04-20,18.3958,34.7357,5.4570000000000025,0.046,0.528,0.41100000000000003,2.01,0.0253
2017-04-20,17.7102,34.6842,5.4570000000000025,0.08,0.531,1.073,3.887,0.0191
2017-04-22,15.9925,34.4958,5.428999999999999,0.095,0.7170000000000001,2.253,4.971,0.0101
2017-04-22,13.5561,33.4789,6.2570000000000014,0.11800000000000001,0.627,2.003,10.02,0.0046
2017-04-22,12.8694,32.6652,8.057,0.001,0.48700000000000004,0.126,4.546,0.0044
2017-04-22,12.7133,32.9311,7.2,0.016,0.507,1.265,0.914,0.0042
2017-04-23,12.61,32.8715,7.114,0.0,0.45799999999999996,0.075,0.051,0.0045
2017-04-23,12.4868,33.0734,7.371,0.0,0.466,0.11900000000000001,0.46799999999999997,0.0041
