Observation Date,Temperature,Salinity,Dissolved Oxygen,Probability
2013-12-16,16.43,34.278,4.96,1.2659
2013-12-16,16.63,34.216,5.04,1.343
2013-12-16,16.22,34.181,4.99,1.1747
2013-12-16,16.35,34.194,5.05,1.217
2013-12-16,16.3,34.275,4.9,1.2215
2013-12-17,13.77,34.141,5.43,0.4643
2013-12-17,14.09,34.129,5.43,0.5198
2013-12-17,14.0,34.122,5.26,0.5177
2013-12-17,14.06,34.125,5.3,0.5253
2013-12-22,16.1781,34.3358,5.5143,1.0591
2013-12-22,17.8225,34.4383,5.2286,1.958
2013-12-22,15.962,34.3305,5.1429,1.0422
2013-12-22,14.1462,34.0646,5.6286,0.5146
2013-12-22,12.3757,33.7858,6.0286,0.2612
2013-12-23,16.0514,34.3055,5.2,1.0665
2013-12-23,18.7363,34.4133,5.1143,2.7351
2013-12-23,16.6659,34.356,6.0571,1.1508
2013-12-23,13.2182,33.784,5.6857,0.3714
2013-12-23,10.5783,33.3341,6.2571,0.1356
2013-12-23,15.7551,34.225,6.2571,0.814
2013-12-23,14.07,34.275999999999996,5.27,0.527
2013-12-23,14.06,34.27,5.25,0.5269
2013-12-23,15.51,34.213,5.11,0.898
2013-12-23,15.89,34.288000000000004,5.08,1.0281
2013-12-23,16.03,34.284,5.15,1.0678
2013-12-23,16.13,34.288000000000004,5.12,1.1109
2013-12-24,17.07,34.414,5.03,1.5574
2013-12-24,16.2,34.37,5.11,1.1371
2013-12-24,16.05,34.339,4.99,1.1011
2013-12-24,15.34,34.312,5.04,0.8528
2013-12-24,17.9052,34.3764,5.4286,1.9562
2013-12-24,18.0464,34.3905,5.0286,2.1873
2013-12-24,17.8921,34.3958,5.3143,1.9816
2013-12-25,18.5925,34.477,5.2571,2.5399
2013-12-25,18.0328,34.3831,5.2,2.1193
2013-12-25,17.7286,34.3749,5.4286,1.8401
2013-12-25,17.7677,34.3294,5.1429,1.9546
2013-12-25,17.5492,34.241,5.4857,1.7211
2013-12-25,15.6829,33.9461,5.4286,0.9148
2013-12-25,16.1771,33.9557,5.3714,1.0971
2013-12-26,17.0868,34.2857,5.2857,1.5106
2013-12-26,17.0605,34.3066,5.2286,1.5095
2013-12-26,16.5819,34.3308,5.4,1.2421
2013-12-26,14.8243,34.0821,5.5714,0.6587
2014-02-05,3.8649,31.4101,8.2389,0.0098
2014-02-05,4.7987,31.77,7.029,0.0164
2014-02-05,5.8921,32.0439,7.5907,0.0218
2014-02-05,6.551,32.0513,7.0866,0.0299
2014-02-05,6.8359,31.9043,7.172999999999999,0.0328
2014-02-06,6.9883,32.0954,6.9137,0.0358
2014-02-06,7.0008,32.1201,6.7409,0.037
2014-02-06,6.7655,32.1145,7.7636,0.0288
2014-02-06,5.6069,31.9961,7.4035,0.0204
2014-02-06,5.2898,31.8414,7.7203,0.0174
2014-02-06,4.3081,31.6562,7.6339,0.0126
2014-02-11,4.8263,31.7983,7.9508,0.0143
2014-02-11,6.005,32.0646,7.5331,0.0229
2014-02-11,6.6696,32.1281,7.3747,0.0297
2014-02-11,7.0878,32.269,7.3026,0.0346
2014-02-11,7.4792,32.3203,7.4611,0.0387
2014-02-11,7.3952,32.2404,7.3459,0.0384
2014-02-11,7.9973,32.4,7.3603,0.0471
2014-02-12,8.031,32.3872,7.5619,0.0462
2014-02-12,7.8428,32.4279,7.4323,0.0441
2014-02-12,7.3659,32.3416,7.3026,0.0381
2014-02-12,5.497000000000001,32.0685,7.8068,0.0183
2014-02-12,5.6994,32.1222,7.9076,0.0193
2014-02-15,8.3989,32.6481,7.0434,0.0567
2014-02-15,9.0157,33.1505,7.4899,0.0644
2014-02-15,8.9601,32.82,7.1154,0.0679
2014-02-15,10.4224,33.604,6.7841,0.1168
2014-02-15,17.1654,34.548,5.513,1.4842
2014-02-15,12.1111,34.187,7.0146,0.2002
2014-02-15,17.59,34.5812,5.263999999999999,1.7877
2014-02-15,12.5843,34.3167,7.3314,0.2238
2014-02-15,16.4742,34.4521,5.206,1.2289
2014-02-16,15.6528,34.3268,5.6270000000000024,0.8657
2014-02-16,9.9002,33.4403,6.8705,0.0964
2014-02-16,13.9312,34.1601,5.994,0.4485
2014-02-16,11.4424,33.9424,7.4323,0.1491
2014-02-16,13.1665,34.1325,5.8770000000000024,0.3495
2014-02-16,11.7843,33.7277,6.245,0.2052
2014-02-16,9.9576,32.8287,6.386,0.1086
2014-02-16,9.4127,32.4026,6.641,0.0872
2014-02-16,9.1045,32.2956,6.58,0.0793
2014-02-16,8.8078,31.9046,6.5820000000000025,0.0723
2014-02-16,9.6388,32.3804,6.641,0.0945
2014-02-16,9.9346,32.5168,6.444,0.1078
2014-02-16,9.9117,32.4277,6.4670000000000005,0.1069
2014-02-16,10.01,32.5319,6.525,0.1092
2014-02-16,11.8367,33.6612,6.247000000000001,0.2094
2014-02-16,13.2779,34.1238,6.135,0.3488
2014-02-17,14.159,34.1809,6.051,0.4811
2014-02-20,13.8972,34.4908,5.7714,0.4542
2014-02-20,14.1122,34.5188,5.8857,0.4805
2014-02-20,9.0324,32.4451,6.494,0.078
2014-02-20,9.3674,32.6463,6.6339999999999995,0.0852
2014-02-20,13.8336,34.5025,5.7714,0.444
2014-02-20,10.4524,33.2807,6.415,0.1267
2014-02-20,11.4707,34.3682,5.9714,0.1879
2014-02-20,12.6953,34.1012,6.244,0.2794
2014-02-20,11.9956,34.4421,6.1429,0.2193
2014-02-21,14.8226,34.3014,5.686,0.6415
2014-02-21,15.1262,34.3308,5.625,0.7199
2014-02-21,16.0173,34.4546,5.8839999999999995,0.9399
2014-02-21,12.4693,34.4344,5.8571,0.2715
2014-02-21,15.5066,34.4207,5.769,0.8015
2014-02-21,15.9358,34.4448,5.517,0.969
2014-02-21,15.944,34.4647,5.627999999999999,0.9541
2014-02-21,14.3551,34.4703,6.1714,0.5006
2014-02-21,16.0245,34.5137,5.066,1.0718
2014-02-21,14.1081,34.484,5.7714,0.4893
2014-02-21,12.4612,34.4408,6.0,0.2645
2014-02-21,12.2219,34.3813,6.2857,0.2326
2014-02-21,15.1962,34.3208,5.71,0.7281
2014-02-21,16.3828,34.4656,5.5729999999999995,1.1221
2014-02-21,16.7687,34.5263,5.7379999999999995,1.248
2014-02-22,13.222999999999999,34.4224,5.8857,0.3525
2014-02-22,13.9702,34.455,5.8857,0.4581
2014-02-22,14.7541,34.4638,5.7714,0.6144
2014-02-22,15.0799,34.5437,5.7714,0.6869
2014-02-22,15.558,34.5392,5.5429,0.8427
2014-02-23,15.2469,34.4835,5.4857,0.7641
2014-02-23,15.5935,34.5129,5.5143,0.858
2014-02-24,15.0184,34.3695,5.7429,0.6793
2014-02-24,13.69,34.1962,5.7429,0.4285
2014-02-24,12.7351,34.3982,5.78,0.3022
2014-02-24,12.8721,34.3995,5.73,0.3197
2014-02-24,13.8892,34.5059,5.71,0.4572
2014-02-24,14.0395,34.5191,5.59,0.4911
2014-02-24,12.5507,34.1885,6.0571,0.2728
2014-02-25,13.0217,34.2516,5.8286,0.3334
2014-02-25,13.2804,34.4398,5.64,0.374
2014-02-25,13.6974,34.472,5.55,0.439
2014-02-25,13.3138,34.2717,5.7143,0.3761
2014-02-25,13.7056,34.4766,5.53,0.4416
2014-02-25,14.0262,34.324,5.8,0.4758
2014-02-25,13.1594,34.4392,5.73,0.3533
2014-02-25,12.7623,34.4517,5.72,0.3075
2014-02-25,12.8235,34.4747,5.69,0.3155
2014-02-25,12.8305,34.4366,5.65,0.3187
2014-02-25,12.8865,34.441,5.65,0.325
2014-02-25,13.9445,34.4247,5.9143,0.4523
2014-02-25,12.620999999999999,34.449,5.7,0.2936
2014-02-25,13.225999999999999,34.4772,5.76,0.3595
2014-02-25,13.2836,34.4001,5.9143,0.3588
2014-02-25,13.2006,34.4642,5.64,0.3634
2014-02-25,11.274000000000001,34.3096,5.97,0.1757
2014-02-25,10.4576,34.2499,6.09,0.1294
2014-02-25,11.1114,34.2026,5.93,0.1675
2014-02-25,11.290999999999999,34.2139,5.9,0.1793
2014-02-25,10.9749,34.1976,5.9,0.1605
2014-02-25,11.085999999999999,34.2055,5.93,0.166
2014-02-26,11.0569,34.1832,5.84,0.1669
2014-02-26,11.0157,34.1824,5.84,0.1645
2014-02-26,13.1666,34.4435,5.61,0.361
2014-02-26,12.9915,34.4695,5.71,0.3337
2014-02-26,12.3003,34.431999999999995,5.82,0.2573
2014-02-26,12.1885,34.4382,5.82,0.2473
2014-02-26,11.0948,34.3728,6.01,0.1635
2014-02-26,11.1991,34.3979,6.02,0.1692
2014-02-26,12.0195,34.426,5.85,0.232
2014-02-26,13.0439,34.4454,5.68,0.3419
2014-02-26,12.9716,34.4505,5.74,0.33
2014-02-26,11.0269,34.187,5.92,0.163
2014-02-26,11.0065,34.1929,5.93,0.1615
2014-02-26,11.0508,34.1869,5.89,0.1651
2014-02-26,11.3852,34.3214,6.05,0.1803
2014-02-26,10.8016,34.222,6.03,0.1477
2014-02-27,10.0436,34.2103,6.42,0.1062
2014-02-27,9.8978,34.249,6.41,0.1009
2014-02-27,10.841,34.226,5.91,0.1527
2014-02-27,10.9568,34.2172,5.93,0.1586
2014-02-27,10.9719,34.2066,5.87,0.161
2014-02-27,12.5216,34.4041,5.46,0.2951
2014-02-27,12.4343,34.4092,5.93,0.2652
2014-02-27,11.482000000000001,34.3804,6.06,0.1858
2014-02-27,11.5913,34.3481,6.05,0.1937
2014-02-27,8.8045,34.174,6.56,0.0671
2014-02-27,9.7482,34.1841,6.26,0.0983
2014-02-27,11.1452,34.3296,6.03,0.1661
2014-02-27,10.7977,34.3564,6.17,0.1435
2014-02-27,9.6541,34.2483,6.27,0.0947
2014-02-27,8.8716,34.1577,6.51,0.0693
2014-03-01,8.2069,34.1367,6.37,0.0561
2014-03-01,9.6864,34.2681,6.17,0.0973
2014-03-01,9.8771,34.2375,6.09,0.1055
2014-03-01,9.5425,34.168,6.11,0.0937
2014-03-01,9.6026,34.1668,6.11,0.0957
2014-03-01,9.5159,34.203,6.14,0.0922
2014-03-01,7.4985,34.117,6.72,0.0413
2014-03-01,10.7477,34.2535,5.95,0.1466
2014-03-01,10.5661,34.2891,6.06,0.135
2014-03-01,12.2633,34.4486,5.81,0.2543
2014-03-03,8.1688,34.1504,6.76,0.052
2014-03-03,9.3698,34.2613,6.27,0.0856
2014-03-03,7.1209,34.0855,6.77,0.0359
2014-03-03,7.4833,34.1728,6.64,0.0415
2014-03-03,9.6288,34.2454,6.18,0.0952
2014-03-03,9.4174,34.2426,6.15,0.0888
2014-03-04,8.1746,34.1608,6.35,0.0556
2014-04-01,6.0329,31.4124,7.9579,0.0221
2014-04-01,6.7677,31.5837,7.7405,0.0295
2014-04-01,7.5384,31.761,7.755,0.0384
2014-04-01,8.1483,32.0611,7.9724,0.0455
2014-04-01,8.5921,31.985,7.8564,0.0544
2014-04-02,8.756,32.048,7.7695,0.0583
2014-04-02,8.6643,32.1096,7.6825,0.0572
2014-04-02,8.5696,32.1823,7.8419,0.0537
2014-04-02,8.1901,32.0209,7.8854,0.0469
2014-04-02,6.5846,31.8496,7.8854,0.0268
2014-04-02,7.355,31.6122,8.6247,0.0314
2014-04-07,7.8099,31.6558,8.5667,0.0372
2014-04-07,7.3784,31.9574,8.1028,0.0341
2014-04-07,7.609,32.0737,7.6679999999999975,0.0395
2014-04-07,8.63,32.2603,7.8564,0.0546
2014-04-07,8.7213,32.2488,7.6679999999999975,0.0582
2014-04-07,8.6992,32.1842,7.9289,0.0555
2014-04-07,9.292,32.4726,7.7405,0.0698
2014-04-07,9.2934,32.4935,7.6825,0.0705
2014-04-08,8.8846,32.3488,7.3491,0.0647
2014-04-08,7.9643,32.1761,7.6245,0.045
2014-04-08,7.9155,31.823,8.4362,0.0392
2014-04-08,8.7664,32.3446,7.6389999999999985,0.0592
2014-04-09,10.3523,33.1055,7.2766,0.1071
2014-04-09,10.2653,32.6761,7.523,0.1013
2014-04-09,9.9978,32.6081,7.2331,0.0968
2014-04-09,11.0127,33.2635,7.2186,0.1357
2014-04-09,10.9195,32.9335,7.4796,0.1273
2014-04-09,12.3426,33.9752,6.8418,0.225
2014-04-09,11.7034,33.6407,6.8273,0.1821
2014-04-09,12.5801,33.8022,6.9432,0.2421
2014-04-11,14.3928,34.4168,6.4,0.4899
2014-04-11,14.8679,34.4911,6.3429,0.5828
2014-04-11,15.5797,34.5607,6.0,0.7886
2014-04-11,14.1465,34.4501,6.0571,0.4742
2014-04-11,13.1361,34.3323,6.5714,0.3071
2014-04-12,15.8971,34.597,5.6286,0.9343
2014-04-12,16.3745,34.6319,5.7143,1.0877
2014-04-12,15.0615,34.515,6.0,0.6586
2014-04-12,13.8607,34.3413,6.6,0.3944
2014-04-12,13.2538,34.2633,6.2571,0.3375
2014-04-12,15.8188,34.5661,6.4286,0.8005
2014-04-12,15.8593,34.561,6.3429,0.8233
2014-04-15,16.4023,34.6286,5.6857,1.1035
2014-04-15,17.3036,34.6753,5.7429,1.495
2014-04-15,12.2147,34.0124,6.7,0.2198
2014-04-15,13.0259,34.3623,6.39,0.3039
2014-04-15,10.8128,34.1961,6.67,0.1339
2014-04-15,11.9885,34.2887,6.6,0.2043
2014-04-15,17.9184,34.6602,5.8571,1.8188
2014-04-15,12.3246,34.3226,6.49,0.2339
2014-04-15,11.492,34.274,6.48,0.1749
2014-04-15,17.861,34.6517,5.7714,1.8078
2014-04-15,9.7051,34.1374,6.8,0.0888
2014-04-16,13.0174,34.4157,6.11,0.3164
2014-04-16,16.6229,34.6381,5.7429,1.1807
2014-04-16,11.1196,34.2213,6.49,0.1534
2014-04-16,10.8576,34.2065,6.51,0.1395
2014-04-16,11.5321,34.2656,6.5,0.1769
2014-04-16,12.3761,34.3137,6.47,0.239
2014-04-16,13.7062,34.3852,6.41,0.3846
2014-04-16,12.6786,34.3374,6.47,0.2657
2014-04-16,13.690999999999999,34.3805,6.51,0.3765
2014-04-16,13.630999999999998,34.3533,6.86,0.3487
2014-04-16,13.6372,34.3876,6.44,0.3735
2014-04-16,13.6589,34.3957,6.37,0.3805
2014-04-16,13.7542,34.3879,6.3,0.3981
2014-04-16,13.459000000000001,34.3709,6.81,0.3307
2014-04-16,13.6349,34.3856,6.47,0.3714
2014-04-17,14.5586,34.3984,6.1,0.5453
2014-04-17,14.3149,34.4053,5.89,0.5176
2014-04-17,14.8518,34.4927,5.91,0.6212
2014-04-17,14.7531,34.4797,5.89,0.6022
2014-04-17,14.7438,34.4978,5.84,0.6047
2014-04-17,13.8814,34.448,5.82,0.4488
2014-04-17,14.5334,34.4552,5.95,0.5526
2014-04-17,12.6391,34.2298,6.67,0.2546
2014-04-17,12.7569,34.1946,6.62,0.2679
2014-04-17,12.3725,34.2012,6.65,0.2327
2014-04-18,14.3188,34.4686,6.14,0.4968
2014-04-18,14.4831,34.485,5.96,0.5415
2014-04-18,14.1089,34.3852,6.01,0.4726
2014-04-18,13.9073,34.3706,6.01,0.4404
2014-04-18,14.0054,34.3616,5.21,0.5186
2014-04-21,14.1827,34.3907,6.08,0.4795
2014-04-21,14.2795,34.3771,6.01,0.5019
2014-04-21,14.5307,34.438,5.77,0.5686
2014-04-21,14.7571,34.4901,5.91,0.6009
2014-04-21,13.0653,34.3798,6.33,0.3109
2014-04-21,13.5685,34.3641,6.2,0.3792
2014-04-21,13.808,34.4099,6.15,0.4153
2014-04-21,13.9446,34.4625,6.09,0.4392
2014-04-21,14.3866,34.4545,5.92,0.5274
2014-04-21,13.3198,34.3438,6.22,0.3466
2014-04-22,13.4298,34.408,6.04,0.37
2014-04-22,12.7323,34.306999999999995,6.31,0.2781
2014-04-22,14.6542,34.4839,5.86,0.5844
2014-04-22,15.8806,34.5875,5.85,0.8968
2014-04-22,15.4495,34.543,5.77,0.7822
2014-04-22,15.0888,34.4713,5.92,0.6745
2014-04-22,14.7339,34.4136,6.06,0.5834
2014-04-22,15.9014,34.5293,6.0286,0.8796
2014-04-22,14.5359,34.0655,6.1429,0.5434
2014-04-22,14.9865,34.4333,6.07,0.6361
2014-04-22,14.9221,34.4233,5.9,0.6392
2014-04-22,15.4942,34.5404,6.07,0.7573
2014-04-22,15.9348,34.5797,5.93,0.9026
2014-04-22,16.0095,34.5642,6.21,0.8864
2014-04-23,15.5835,34.5448,6.03,0.7863
2014-04-23,13.5693,33.6512,6.4,0.3763
2014-04-23,15.3916,34.5379,5.83,0.7593
2014-04-23,15.536,34.5397,5.75,0.809
2014-04-23,14.6705,34.346,5.8857,0.5881
2014-04-23,15.9518,34.5998,5.8,0.9265
2014-04-23,14.833,34.4233,5.69,0.6408
2014-04-23,15.2157,34.4748,6.0857,0.6866
2014-04-23,15.5656,34.5128,5.8,0.8116
2014-04-23,15.4495,34.4638,5.7429,0.7877
2014-04-23,14.0694,34.1954,6.0286,0.4676
2014-05-02,17.4529,34.3485,5.647,1.6166
2014-05-02,17.3854,34.3681,5.71,1.5623
2014-05-02,16.3181,33.744,5.768,1.0895
2014-05-02,14.6872,32.4773,6.398,0.5804
2014-05-02,14.5106,31.9991,6.7810000000000015,0.5213
2014-05-02,14.466,31.9604,7.127999999999999,0.486
2014-05-02,14.445,31.9846,6.935,0.4972
2014-05-02,13.8929,32.0852,7.0760000000000005,0.3989
2014-05-02,13.6198,32.5837,6.117000000000001,0.4157
2014-05-03,13.1083,32.7371,5.9060000000000015,0.3574
2014-05-03,12.682,32.2987,5.956,0.3096
2014-05-03,12.4978,32.1828,5.9879999999999995,0.2898
2014-05-03,13.3472,32.0153,6.44,0.3655
2014-05-03,13.5913,31.8732,6.558,0.3927
2014-05-03,14.8118,32.8199,6.117000000000001,0.627
2014-05-03,15.1901,33.1072,6.068,0.7147
2014-05-03,14.8734,32.6724,6.261,0.6293
2014-05-03,17.2725,34.4156,5.574,1.5325
2014-05-03,18.173,34.5264,5.5089999999999995,2.1085
2014-05-03,18.1693,34.4883,4.593,2.4365
2014-05-03,19.2842,34.5987,5.307,3.1827
2014-05-04,19.221,34.5941,5.279,3.1287
2014-05-04,18.2231,34.5375,5.379,2.189
2014-05-04,17.9818,34.5769,5.42,1.9981
2014-05-04,17.6527,34.5096,5.468,1.7731
2014-05-05,15.139000000000001,33.4712,5.979,0.7034
2014-05-06,15.3881,33.7806,5.867000000000001,0.7734
2014-05-06,16.4165,34.3081,5.651,1.1273
2014-05-06,13.6703,32.4854,6.3,0.4123
2014-05-06,13.6167,32.0081,6.474,0.3998
2014-05-06,13.3558,31.7794,6.782,0.3498
2014-05-06,13.2306,31.7915,6.522,0.3489
2014-06-05,13.0232,31.3594,7.4226,0.2847
2014-06-05,15.6344,31.5432,7.2052,0.7339
2014-06-05,17.0872,31.5663,7.2341,1.2136
2014-06-05,17.7692,31.4124,6.8137,1.6541
2014-06-05,17.5146,31.54,6.6977,1.5356
2014-06-05,17.7844,31.7159,6.6543,1.6883
2014-06-06,18.0789,31.6624,6.6398,1.8776
2014-06-06,18.5292,31.6681,6.7412,2.159
2014-06-06,18.3854,31.5796,6.7992,2.0415
2014-06-06,15.5209,31.47300000000001,7.4806,0.6763
2014-06-06,16.0623,31.4107,7.2631,0.8485
2014-06-07,19.689,30.7705,6.9587,3.2033
2014-06-07,18.1632,32.0149,7.2486,1.7348
2014-06-07,19.2349,31.6795,6.6398,2.7967
2014-06-07,20.1397,31.6635,6.7412,3.7526
2014-06-07,19.3852,31.8854,6.7122,2.8918
2014-06-07,19.0448,31.8715,6.5818,2.627
2014-06-08,18.8904,32.0167,6.7557,2.412
2014-06-08,18.9537,31.9517,6.6253,2.5218
2014-06-08,19.5024,32.5389,7.2631,2.702
2014-06-08,18.7842,32.7775,8.249,1.7899
2014-06-08,19.6604,31.6556,7.1907,2.9708
2014-06-08,18.9905,33.3108,7.7416,2.0467
2014-06-08,17.6823,34.1438,5.47,1.8129
2014-06-08,18.1293,34.2366,5.37,2.1436
2014-06-08,18.4396,34.1472,5.3,2.4197
2014-06-08,18.5626,34.0848,5.39,2.4941
2014-06-08,18.3137,34.2323,5.37,2.2849
2014-06-08,18.0032,34.2307,5.42,2.0363
2014-06-08,17.6978,34.255,5.68,1.7564
2014-06-09,17.5688,34.3583,5.65,1.6816
2014-06-09,18.8493,34.4294,5.16,2.8216
2014-06-09,18.6259,34.4265,5.34,2.5403
2014-06-09,18.2944,34.1964,5.37,2.2725
2014-06-09,18.1994,34.2364,5.3,2.2206
2014-06-09,19.2059,32.615,6.8862,2.5824
2014-06-09,17.9874,34.1369,5.36,2.0509
2014-06-09,19.9804,32.1862,6.6977,3.5177
2014-06-09,17.566,34.1891,5.53,1.7221
2014-06-09,19.994,32.2863,7.2869,3.2129
2014-06-09,18.2143,34.2132,5.37,2.2092
2014-06-09,18.5326,34.2487,5.28,2.498
2014-06-09,18.4574,34.2121,5.29,2.4332
2014-06-09,20.6762,31.5179,6.1547,4.949
2014-06-09,20.116,32.2733,6.1111,4.0239
2014-06-09,19.1663,32.8207,6.9385,2.5094
2014-06-09,17.6297,34.1791,5.43,1.7893
2014-06-09,17.7413,34.1649,5.41,1.8667
2014-06-09,17.9091,34.2285,5.38,1.9837
2014-06-09,19.9621,32.2361,6.6482,3.5171
2014-06-09,18.5822,34.117,5.39,2.5083
2014-06-10,18.8203,34.1869,5.26,2.7722
2014-06-10,19.7449,33.1091,6.7498,3.1231
2014-06-10,18.9393,34.4207,5.17,2.9063
2014-06-10,18.8311,34.4104,5.22,2.7794
2014-06-10,18.9458,34.408,5.23,2.8868
2014-06-10,18.8521,34.4031,5.19,2.8134
2014-06-10,18.9586,34.4088,5.22,2.9039
2014-06-10,18.9024,34.3986,5.3,2.8139
2014-06-10,18.8854,34.3992,5.3,2.7974
2014-06-10,19.0185,34.4306,5.34,2.9069
2014-06-10,19.4731,34.3914,5.2,3.4756
2014-06-10,19.512999999999998,34.4286,5.14,3.552
2014-06-10,19.7726,34.2082,5.16,3.896
2014-06-10,19.3297,34.0857,5.58,3.1503
2014-06-10,19.1127,34.1182,5.32,3.043
2014-06-10,18.9846,34.1462,5.33,2.905
2014-06-13,19.5744,33.7635,5.2857,3.624
2014-06-13,21.0842,33.8216,5.0857,6.1985
2014-06-13,20.5391,33.7679,5.3714,4.9557
2014-06-13,18.7479,34.0043,5.7429,2.5215
2014-06-13,20.4088,33.8848,5.3143,4.7671
2014-06-13,20.774,33.3841,5.2857,5.4999
2014-06-14,21.0607,32.7462,5.2857,6.1755
2014-06-14,19.6018,33.8524,5.6857,3.427
2014-06-14,19.6154,33.8611,5.7143,3.4266
2014-06-14,19.2625,33.8486,5.8286,2.9844
2014-06-14,19.9012,33.4412,5.7143,3.8293
2014-06-14,21.4613,33.0938,5.0286,7.2453
2014-06-14,19.3358,33.9327,5.55,3.1878
2014-06-14,19.4734,33.8615,5.53,3.3597
2014-06-14,20.5416,33.7549,5.34,4.986
2014-06-14,20.6337,33.9315,5.43,5.0431
2014-06-14,20.262999999999998,33.9635,5.42,4.4537
2014-06-15,19.9649,34.344,5.38,4.0014
2014-06-15,19.8368,34.3734,5.32,3.8632
2014-06-15,19.5788,34.4005,5.44,3.4699
2014-06-15,19.5576,34.2819,5.55,3.3995
2014-06-15,19.7773,34.3514,5.38,3.7534
2014-06-15,20.367,34.3359,5.37,4.5925
2014-06-15,21.6333,33.3362,5.3429,7.257
2014-06-15,21.9915,32.7696,5.2571,8.4082
2014-06-15,22.1686,31.974,5.1429,9.2793
2014-06-15,21.9381,32.2622,5.1429,8.539
2014-06-16,21.3825,33.194,4.7714,7.3147
2014-06-16,20.8421,34.1885,5.26,5.5041
2014-06-16,20.8348,33.8773,5.31,5.5038
2014-06-16,20.2235,33.8112,5.56,4.3221
2014-06-16,20.5476,33.7853,5.62,4.7809
2014-06-16,20.8759,33.7962,5.4,5.5181
2014-06-16,20.5892,33.7863,5.5,4.9384
2014-06-17,19.685,33.8495,5.64,3.5511
2014-06-17,19.8424,33.8336,5.59,3.7778
2014-06-17,18.5195,33.9219,5.99,2.2476
2014-06-17,20.8131,33.847,5.28,5.4945
2014-06-17,19.6289,34.2696,5.34,3.6005
2014-06-17,20.8034,34.1306,5.27,5.4352
2014-06-17,20.3254,34.2236,5.25,4.6299
2014-06-17,20.7944,33.6927,5.24,5.5211
2014-06-17,19.9667,33.8783,5.57,3.9472
2014-06-17,17.7352,34.0061,5.47,1.855
2014-06-19,20.6718,32.1036,5.7143,5.1878
2014-06-19,21.0609,31.5786,5.7429,5.9814
2014-06-20,20.843000000000004,30.4022,6.0,5.5552
2014-06-20,21.6681,31.7868,5.2857,7.7734
2014-06-20,22.4198,32.5177,5.1143,9.9289
2014-06-20,21.0429,32.6408,5.7143,5.7716
2014-06-20,22.0836,32.7583,5.5714,8.2719
2014-06-20,18.7522,33.7236,5.4571,2.6661
2014-08-07,20.1972,31.3979,5.562,4.6325
2014-08-07,23.1654,31.5992,5.8044,11.6926
2014-08-07,24.7331,31.6309,5.4336,19.6372
2014-08-07,24.1876,31.6473,5.89,15.7605
2014-08-08,24.8176,31.2931,5.5192,20.0754
2014-08-08,24.3203,31.5334,5.7616,16.7333
2014-08-08,23.943,31.43,5.4193,15.7209
2014-08-08,24.0798,31.5923,5.8187,15.4354
2014-08-08,24.8236,31.9069,5.5905,19.5935
2014-08-08,23.6124,32.0792,5.8614,13.1303
2014-08-08,23.3372,31.5914,5.619,12.6645
2014-08-10,23.9574,31.4263,5.947,14.6894
2014-08-10,22.4249,32.4431,6.0754,8.6586
2014-08-11,24.261999999999997,32.3947,5.619,16.3617
2014-08-11,25.156999999999996,32.137,6.2322,19.6931
2014-08-11,25.2497,31.9223,5.6047,22.0259
2014-08-11,24.6014,31.8719,5.7759,17.9585
2014-08-11,24.8539,31.9729,5.5477,19.8368
2014-08-12,24.81900000000001,31.9259,5.4479,19.9226
2014-08-12,24.6788,32.0034,5.3623,19.3178
2014-08-12,23.874000000000002,31.8116,5.4764,15.1132
2014-08-12,22.0359,32.6677,5.1769,8.6589
2014-08-12,18.4348,32.7357,5.291,2.5353
2014-08-13,23.2832,33.2305,4.23,14.4115
2014-08-13,23.5388,33.0045,4.22,15.6845
2014-08-13,23.8219,33.3761,4.23,16.8522
2014-08-13,22.3736,33.8209,4.25,10.657
2014-08-15,23.706,33.0898,5.48,13.8328
2014-08-15,23.7915,33.0904,5.52,14.1181
2014-08-15,23.6726,33.4529,5.45,13.6041
2014-08-15,22.3425,33.5443,5.25,9.2008
2014-08-15,21.983,33.5121,5.77,7.5909
2014-08-15,24.2736,32.9077,5.09,17.372
2014-08-16,24.0928,33.8165,5.04,16.1615
2014-08-16,23.9553,32.9021,5.04,15.9267
2014-08-16,23.7869,33.4559,5.12,14.742
2014-08-16,23.9139,31.4299,5.4193,15.5851
2014-08-16,24.5183,31.7121,5.4906,18.2874
2014-08-16,23.639,33.72,5.13,13.9692
2014-08-16,24.8071,31.9258,5.6047,19.4557
2014-08-16,23.4894,33.7985,5.25,13.0929
2014-08-16,23.4814,33.6915,5.13,13.3245
2014-08-16,25.1528,30.5456,5.3766,22.888
2014-08-16,22.605999999999998,33.6362,5.42,9.7366
2014-08-16,25.0116,31.0707,5.6333,21.0171
2014-08-16,23.982,33.4431,5.06,15.7637
2014-08-16,25.2552,30.9079,5.3908,23.2705
2014-08-16,23.9334,33.1149,5.04,15.7271
2014-08-16,24.3395,31.2523,5.6475,17.2237
2014-08-16,24.2648,33.1747,5.05,17.2897
2014-08-16,23.6552,33.3306,5.0,14.4567
2014-08-16,24.4514,30.939,5.7188,17.7825
2014-08-17,23.1397,33.3078,5.18,12.0436
2014-08-17,23.447,33.3603,5.05,13.4643
2014-08-17,23.0684,33.2995,5.11,11.9002
2014-08-17,24.4001,32.551,5.01,18.3964
2014-08-17,23.1137,33.4347,5.49,11.3861
2014-08-17,23.8175,33.4832,5.3,14.5024
