Observation Date,Temperature,Temperature_Probability,Salinity,Salinity_Probability,Dissolved Oxygen,Oxygen_Probability,Phosphate Phosphorus,Phosphate_Probability,Nitrous Acid Nitrogen,Nitrous_Probability,Nitric Acid Nitrogen,Nitric_Probability,Silicic Acid Silicon,Silicic_Probability
2014-08-17,23.447,0.9222,33.3603,0.0001,5.05,0.0037,0.0151,0.0048,0.0103,0.0047,0.4659,0.0046,3.1258,0.0045
2014-08-17,24.4001,0.9422,32.551,0.0001,5.01,0.0037,0.006999999999999999,0.0048,0.0093,0.0047,0.474,0.0046,3.5041,0.0044
2014-08-17,23.6717,0.9274,33.3484,0.0001,5.58,0.0036,0.0191,0.0048,0.013999999999999999,0.0047,0.7342,0.0045,0.0375,0.0047
2014-08-17,23.7201,0.9285,32.3326,0.0001,5.46,0.0036,0.002,0.0048,0.0261,0.0047,0.4572,0.0046,6.9921,0.0042
2014-08-18,23.4538,0.9224,32.8281,0.0001,5.16,0.0037,0.8632,0.0066,0.0215,0.0047,10.5943,0.0025,13.6423,0.0037
2014-08-18,23.1253,0.9142,33.0536,0.0001,5.02,0.0037,0.008,0.0048,0.0131,0.0047,0.5596,0.0046,2.4625,0.0045
2014-08-18,23.031999999999996,0.9117,31.927,0.0001,5.18,0.0037,0.006999999999999999,0.0048,0.0457,0.0047,0.7125,0.0045,7.4111,0.0041
2014-08-20,23.2025,0.9162,30.5572,0.0001,5.07,0.0037,0.1207,0.005,0.1343,0.0047,2.9525,0.004,11.827,0.0038
2014-08-20,23.0326,0.9117,30.4838,0.0001,4.7714,0.0038,0.12300000000000001,0.005,0.4920000000000001,0.0046,3.6889999999999996,0.0038,7.175,0.0041
2014-08-20,23.7468,0.9291,32.2062,0.0001,4.9143,0.0037,0.057,0.0049,0.109,0.0047,0.625,0.0046,7.099,0.0041
2014-08-22,24.1321,0.9371,31.7354,0.0001,4.9714,0.0037,0.032,0.0048,0.17300000000000001,0.0047,0.608,0.0046,8.603,0.004
2014-08-22,23.905,0.9325,32.0824,0.0001,5.4571,0.0036,0.046,0.0048,0.11199999999999999,0.0047,0.674,0.0046,5.07,0.0043
2014-08-22,24.368000000000002,0.9416,32.2057,0.0001,5.0571,0.0037,0.055,0.0048,0.136,0.0047,0.6609999999999999,0.0046,6.135,0.0042
2014-08-22,24.4172,0.9425,31.9741,0.0001,5.0571,0.0037,0.027000000000000003,0.0048,0.18100000000000002,0.0047,0.52,0.0046,8.527999999999999,0.004
2014-08-23,26.9943,0.9748,33.8164,0.0001,4.6,0.0038,0.028999999999999998,0.0048,0.079,0.0047,0.517,0.0046,2.8,0.0045
2014-08-23,23.468000000000004,0.9227,32.0356,0.0001,5.0286,0.0037,0.032,0.0048,0.132,0.0047,0.5479999999999999,0.0046,4.002,0.0044
2014-08-23,23.831,0.9309,32.0008,0.0001,5.0,0.0037,0.028999999999999998,0.0048,0.121,0.0047,0.606,0.0046,7.4579999999999975,0.0041
2014-08-23,23.764,0.9295,32.1047,0.0001,4.8857,0.0037,0.03,0.0048,0.13,0.0047,0.495,0.0046,6.8729999999999976,0.0042
2014-08-23,25.1363,0.9542,31.903000000000002,0.0001,4.7429,0.0038,0.003,0.0048,0.08900000000000001,0.0047,0.639,0.0046,8.065,0.0041
2014-08-23,25.7915,0.9628,33.463,0.0001,4.7143,0.0038,0.02,0.0048,0.131,0.0047,0.521,0.0046,4.1339999999999995,0.0044
2014-08-23,25.2743,0.9562,33.1487,0.0001,5.2286,0.0037,0.026000000000000002,0.0048,0.075,0.0047,0.522,0.0046,5.959,0.0042
2014-08-23,27.1232,0.9758,33.7359,0.0001,3.7429,0.004,0.262,0.0052,0.294,0.0047,4.658,0.0036,6.995,0.0042
2014-08-24,27.6215,0.9795,33.5402,0.0001,4.8286,0.0038,0.049,0.0048,0.188,0.0047,0.526,0.0046,1.66,0.0046
2014-08-24,26.9706,0.9746,33.4386,0.0001,4.6,0.0038,0.021,0.0048,0.19899999999999998,0.0047,0.645,0.0046,2.173,0.0046
2014-08-24,26.6685,0.972,33.1048,0.0001,4.6857,0.0038,0.027000000000000003,0.0048,0.07400000000000001,0.0047,0.479,0.0046,3.73,0.0044
2014-08-27,25.9213,0.9644,31.7152,0.0001,4.7714,0.0038,0.036000000000000004,0.0048,0.14,0.0047,0.6809999999999999,0.0046,7.971,0.0041
2014-08-27,25.6478,0.9611,29.9193,0.0001,4.9143,0.0037,0.032,0.0048,0.111,0.0047,1.046,0.0045,8.953,0.004
2014-08-27,26.5126,0.9706,30.4971,0.0001,5.247999999999998,0.0037,0.048,0.0048,0.131,0.0047,5.303,0.0034,5.801,0.0043
2014-08-27,26.5464,0.9709,30.4431,0.0001,5.226,0.0037,0.040999999999999995,0.0048,0.132,0.0047,3.4419999999999997,0.0038,5.002,0.0043
2014-08-27,25.2294,0.9555,30.6354,0.0001,5.0857,0.0037,0.031,0.0048,0.105,0.0047,1.124,0.0044,6.3389999999999995,0.0042
2014-08-27,26.4626,0.9701,30.3689,0.0001,5.205,0.0037,0.011000000000000001,0.0048,0.055,0.0047,4.331,0.0036,7.09,0.0041
2014-08-27,26.2122,0.9675,29.7429,0.0001,5.435,0.0036,0.02,0.0048,0.039,0.0047,1.354,0.0044,6.813,0.0042
2014-08-27,25.4655,0.9588,30.0376,0.0001,5.0286,0.0037,0.032,0.0048,0.085,0.0047,0.743,0.0045,6.56,0.0042
2014-08-27,26.8187,0.9733,30.3803,0.0001,5.2570000000000014,0.0037,0.049,0.0048,0.18100000000000002,0.0047,8.165,0.0029,5.303,0.0043
2014-08-27,26.0775,0.9661,30.089000000000002,0.0001,5.3770000000000024,0.0037,0.044000000000000004,0.0048,0.034,0.0047,1.883,0.0042,6.07,0.0042
2014-08-27,25.5373,0.9597,30.4391,0.0001,3.9429,0.0039,0.025,0.0048,0.146,0.0047,0.871,0.0045,6.662999999999999,0.0042
2014-08-27,26.0033,0.9653,29.76,0.0001,5.587999999999999,0.0036,0.051,0.0048,0.06,0.0047,7.664,0.003,6.354,0.0042
2014-08-27,26.3224,0.9687,29.3369,0.0002,5.45,0.0036,0.04,0.0048,0.28,0.0047,7.0829999999999975,0.0031,3.2,0.0045
2014-08-27,25.8761,0.9638,29.3645,0.0002,5.523,0.0036,0.012,0.0048,0.287,0.0047,4.921,0.0035,3.517,0.0044
2014-08-28,25.4888,0.9591,29.7564,0.0001,5.577000000000001,0.0036,0.018000000000000002,0.0048,0.086,0.0047,1.956,0.0042,2.496,0.0045
2014-08-28,25.3208,0.9568,29.8502,0.0001,5.45,0.0036,0.034,0.0048,0.062,0.0047,4.723,0.0035,4.4110000000000005,0.0044
2014-08-28,25.8876,0.964,28.897,0.0002,5.35,0.0037,0.266,0.0052,0.1,0.0047,5.431,0.0034,2.331,0.0045
2014-08-28,25.7756,0.9627,29.2462,0.0002,5.315,0.0037,0.006999999999999999,0.0048,0.092,0.0047,5.252999999999999,0.0034,1.9480000000000002,0.0046
2014-08-28,25.8772,0.9639,29.4676,0.0001,5.346,0.0037,0.036000000000000004,0.0048,0.28300000000000003,0.0047,8.166,0.0029,4.649,0.0043
2014-08-28,25.6079,0.9606,30.7707,0.0001,5.23,0.0037,0.002,0.0048,0.214,0.0047,6.8229999999999995,0.0031,5.9639999999999995,0.0042
2014-08-28,25.2258,0.9555,33.1645,0.0001,5.0857,0.0037,0.006,0.0048,0.452,0.0046,0.96,0.0045,5.06,0.0043
2014-08-28,22.4263,0.894,31.9392,0.0001,4.6857,0.0038,0.034,0.0048,0.154,0.0047,2.266,0.0041,8.718,0.004
2014-09-01,24.8109,0.9492,29.2298,0.0002,5.7589999999999995,0.0036,0.017,0.0048,0.156,0.0047,5.287000000000001,0.0034,0.6890000000000001,0.0047
2014-09-01,24.6937,0.9473,29.2147,0.0002,5.3389999999999995,0.0037,0.021,0.0048,0.21100000000000002,0.0047,5.025,0.0035,1.462,0.0046
2014-09-01,24.7249,0.9478,29.4617,0.0001,5.074,0.0037,0.028999999999999998,0.0048,0.171,0.0047,8.022,0.0029,4.558,0.0044
2014-09-01,25.3482,0.9572,29.2617,0.0002,5.315,0.0037,0.015,0.0048,0.095,0.0047,2.7260000000000004,0.004,0.971,0.0047
2014-09-01,25.4768,0.9589,31.1755,0.0001,5.3610000000000015,0.0037,0.019,0.0048,0.036000000000000004,0.0047,0.736,0.0045,6.095,0.0042
2014-09-01,25.5344,0.9597,30.20300000000001,0.0001,5.3260000000000005,0.0037,0.027999999999999997,0.0048,0.039,0.0047,1.483,0.0043,5.987,0.0042
2014-09-01,25.6893,0.9616,30.2648,0.0001,5.332999999999998,0.0037,0.005,0.0048,0.087,0.0047,5.895,0.0033,4.755,0.0043
2014-09-01,27.1798,0.9763,32.429,0.0001,4.838,0.0038,0.019,0.0048,0.08199999999999999,0.0047,6.67,0.0031,2.842,0.0045
2014-09-01,27.5088,0.9787,32.6137,0.0001,4.805,0.0038,0.025,0.0048,0.049,0.0047,0.852,0.0045,2.545,0.0045
2014-09-01,26.9408,0.9744,32.7417,0.0001,3.6069999999999998,0.004,0.013999999999999999,0.0048,0.055,0.0047,3.3680000000000003,0.0039,1.911,0.0046
2014-09-01,27.9179,0.9814,32.2446,0.0001,4.87,0.0037,0.009000000000000001,0.0048,0.062,0.0047,1.9280000000000002,0.0042,2.137,0.0046
2014-09-02,26.435,0.9698,31.56,0.0001,4.538,0.0038,0.040999999999999995,0.0048,0.049,0.0047,4.602,0.0036,3.4130000000000003,0.0044
2014-09-02,26.004,0.9653,30.0498,0.0001,5.228,0.0037,0.022000000000000002,0.0048,0.047,0.0047,1.4669999999999999,0.0043,4.1930000000000005,0.0044
2014-10-11,20.3028,0.8061,32.1829,0.0001,5.4498,0.0036,0.2758,0.0053,0.9029,0.0045,13.252,0.0021,3.5747,0.0044
2014-10-11,19.3287,0.7502,32.5144,0.0001,6.4239999999999995,0.0035,0.1415,0.005,0.0527,0.0047,20.3457,0.0014,5.7365,0.0043
2014-10-11,20.208,0.8011,32.2891,0.0001,5.5204,0.0036,0.1285,0.005,0.0159,0.0047,10.722999999999999,0.0025,3.2679,0.0045
2014-10-11,20.7464,0.8281,32.0712,0.0001,5.6475,0.0036,0.008,0.0048,0.0067,0.0047,12.7744,0.0022,1.8747,0.0046
2014-10-11,21.0151,0.8405,32.0739,0.0001,5.6898,0.0036,1.16,0.0073,0.001,0.0047,13.1868,0.0021,2.7077,0.0045
2014-10-12,20.7339,0.8275,32.2199,0.0001,5.3369,0.0037,0.0057,0.0048,0.0225,0.0047,10.7582,0.0024,2.5563,0.0045
2014-10-12,20.8855,0.8346,32.236,0.0001,5.2379999999999995,0.0037,0.0067,0.0048,0.0178,0.0047,7.7491,0.0029,3.6199,0.0044
2014-10-12,19.5094,0.7613,32.5079,0.0001,6.6076,0.0034,0.0018,0.0048,0.0019,0.0047,11.5127,0.0023,3.9559,0.0044
2014-10-12,19.8121,0.7792,32.4665,0.0001,6.1134,0.0035,0.373,0.0055,0.0194,0.0047,18.1477,0.0015,5.2796,0.0043
2014-10-14,20.0228,0.791,32.3187,0.0001,5.5486,0.0036,0.0804,0.0049,0.0096,0.0047,11.5787,0.0023,5.3892,0.0043
2014-10-14,18.6773,0.7074,32.6209,0.0001,6.537000000000001,0.0035,0.5752,0.0059,0.2103,0.0047,11.6112,0.0023,7.9244,0.0041
2014-10-14,19.3502,0.7516,32.4948,0.0001,6.3252,0.0035,0.9203,0.0067,0.0312,0.0047,17.012999999999998,0.0017,5.2465,0.0043
2014-10-14,19.7801,0.7774,32.3912,0.0001,5.831,0.0036,0.3157,0.0053,0.1575,0.0047,13.1565,0.0021,4.4629,0.0044
2014-10-14,19.9996,0.7898,32.2489,0.0001,6.2687,0.0035,0.2134,0.0051,0.0576,0.0047,12.1246,0.0022,2.9878,0.0045
2014-10-15,20.369,0.8095,32.0815,0.0001,5.704,0.0036,0.0669,0.0049,0.1277,0.0047,13.4017,0.0021,3.6638,0.0044
2014-10-15,20.2717,0.8044,32.1369,0.0001,5.9016,0.0036,0.09,0.0049,0.0116,0.0047,13.9998,0.002,4.723,0.0043
2014-10-15,19.2782,0.7471,32.3548,0.0001,5.3933,0.0037,0.0623,0.0049,0.0989,0.0047,14.7813,0.0019,4.823,0.0043
2014-10-15,19.9447,0.7867,32.2554,0.0001,5.1533,0.0037,0.5164,0.0058,0.1793,0.0047,12.2093,0.0022,7.3696,0.0041
2014-10-15,19.102,0.7358,32.6492,0.0001,5.7463,0.0036,0.5607,0.0059,0.1507,0.0047,6.4598,0.0032,5.1672,0.0043
2014-10-17,18.8702,0.7205,33.3802,0.0001,5.46,0.0036,0.0294,0.0048,0.0153,0.0047,0.0994,0.0047,2.7134,0.0045
2014-10-17,18.4432,0.6909,33.4628,0.0001,5.5,0.0036,0.0441,0.0048,0.0172,0.0047,0.0514,0.0047,3.2175,0.0045
2014-10-18,20.601999999999997,0.8212,33.3372,0.0001,5.24,0.0037,0.0136,0.0048,0.0515,0.0047,0.4734,0.0046,2.3441,0.0045
2014-10-18,20.8319,0.8322,33.7338,0.0001,5.06,0.0037,0.0305,0.0048,0.0572,0.0047,0.5284,0.0046,2.3376,0.0045
2014-10-18,20.4281,0.8125,33.5441,0.0001,5.15,0.0037,0.0927,0.0049,0.0486,0.0047,0.1537,0.0047,1.2644,0.0046
2014-10-18,20.1643,0.7987,31.3284,0.0001,5.8169,0.0036,0.0037,0.0048,0.0059,0.0047,5.4156,0.0034,5.1193,0.0043
2014-10-18,20.2421,0.8029,32.0759,0.0001,5.2663,0.0037,0.386,0.0055,0.1339,0.0047,4.5437,0.0036,4.8587,0.0043
2014-10-18,20.3589,0.809,33.5374,0.0001,5.32,0.0037,0.0542,0.0048,0.0305,0.0047,0.1763,0.0047,2.1453,0.0046
2014-10-18,18.1963,0.6731,33.5721,0.0001,5.63,0.0036,0.0859,0.0049,0.0181,0.0047,0.2764,0.0047,3.1588,0.0045
2014-10-18,21.1087,0.8447,31.1609,0.0001,5.591,0.0036,0.0552,0.0048,0.0681,0.0047,12.4202,0.0022,5.9834,0.0042
2014-10-18,18.0173,0.6598,33.498000000000005,0.0001,5.67,0.0036,0.1153,0.005,0.0181,0.0047,0.0257,0.0047,3.766,0.0044
2014-10-18,20.2066,0.801,31.4535,0.0001,5.5204,0.0036,0.0851,0.0049,0.006,0.0047,4.5177,0.0036,4.6726,0.0043
2014-10-18,20.3077,0.8063,31.6615,0.0001,5.6475,0.0036,0.0358,0.0048,0.0353,0.0047,6.0981,0.0033,5.1186,0.0043
2014-10-19,20.0943,0.795,32.5522,0.0001,5.5063,0.0036,0.2917,0.0053,0.0148,0.0047,6.1113,0.0033,3.7966,0.0044
2014-10-19,20.3059,0.8062,33.3454,0.0001,5.32,0.0037,0.0316,0.0048,0.0257,0.0047,0.2744,0.0047,2.1095,0.0046
2014-10-19,20.3584,0.8089,33.3764,0.0001,5.22,0.0037,0.0768,0.0049,0.0419,0.0047,0.139,0.0047,2.2105,0.0046
2014-10-19,20.5308,0.8177,33.5677,0.0001,5.23,0.0037,0.0395,0.0048,0.0343,0.0047,0.6929,0.0046,1.9639,0.0046
2014-10-21,21.1369,0.8459,32.541,0.0001,5.0571,0.0037,0.233,0.0052,0.83,0.0045,2.292,0.0041,10.53,0.0039
2014-10-21,22.4742,0.8955,33.7859,0.0001,4.8286,0.0038,0.10800000000000001,0.0049,0.159,0.0047,15.335,0.0018,24.191999999999997,0.003
2014-10-21,22.201999999999998,0.8867,33.3248,0.0001,4.9429,0.0037,0.094,0.0049,0.331,0.0046,1.037,0.0045,7.369,0.0041
2014-10-21,21.9342,0.8775,33.2203,0.0001,4.7143,0.0038,0.141,0.005,0.758,0.0045,1.088,0.0044,9.597999999999999,0.004
2014-10-21,21.6747,0.8678,32.985,0.0001,4.8286,0.0038,0.166,0.0051,0.7859999999999999,0.0045,0.833,0.0045,6.977,0.0042
2014-10-24,21.3406,0.8545,33.0088,0.0001,5.0,0.0037,0.154,0.005,0.59,0.0046,1.203,0.0044,5.315,0.0043
2014-10-24,23.3249,0.9193,34.0807,0.0001,4.8857,0.0037,0.09,0.0049,0.187,0.0047,0.619,0.0046,5.541,0.0043
2014-10-24,22.0296,0.8808,33.4096,0.0001,4.8,0.0038,0.077,0.0049,0.28800000000000003,0.0047,1.002,0.0045,3.179,0.0045
2014-10-24,20.9891,0.8394,32.7815,0.0001,4.9143,0.0037,0.19899999999999998,0.0051,1.208,0.0044,1.28,0.0044,7.4929999999999986,0.0041
2014-10-25,20.6801,0.825,32.5852,0.0001,5.1143,0.0037,0.053,0.0048,0.29,0.0047,1.286,0.0044,5.081,0.0043
2014-10-25,20.831,0.8321,32.3987,0.0001,5.1143,0.0037,0.062,0.0049,0.18600000000000005,0.0047,1.3230000000000002,0.0044,8.046,0.0041
2014-10-25,21.2914,0.8525,33.0168,0.0001,4.8857,0.0037,0.125,0.005,0.401,0.0046,2.004,0.0042,5.296,0.0043
2014-10-25,21.1739,0.8475,32.6689,0.0001,5.0286,0.0037,0.08,0.0049,0.318,0.0046,1.702,0.0043,4.726,0.0043
2014-10-25,20.7639,0.829,32.5738,0.0001,4.8571,0.0038,0.311,0.0053,1.9169999999999998,0.0041,1.78,0.0043,10.03,0.0039
2014-10-25,23.5057,0.9236,34.1199,0.0001,4.7714,0.0038,0.087,0.0049,0.20800000000000002,0.0047,0.606,0.0046,1.672,0.0046
2014-10-25,23.7958,0.9302,34.0848,0.0001,4.9429,0.0037,0.059000000000000004,0.0049,0.122,0.0047,0.392,0.0046,0.92,0.0047
2014-10-25,21.2643,0.8513,31.7363,0.0001,5.2571,0.0037,0.063,0.0049,0.195,0.0047,1.57,0.0043,7.3610000000000015,0.0041
2014-10-29,20.3737,0.8097,31.2359,0.0001,5.1714,0.0037,0.106,0.0049,0.5379999999999999,0.0046,3.324,0.0039,8.001,0.0041
2014-10-29,20.1653,0.7988,31.171999999999997,0.0001,5.3429,0.0037,0.066,0.0049,0.44299999999999995,0.0046,1.159,0.0044,7.532999999999999,0.0041
2014-10-30,20.1978,0.8005,31.276,0.0001,5.1143,0.0037,0.057999999999999996,0.0049,0.20199999999999999,0.0047,0.509,0.0046,6.8420000000000005,0.0042
2014-10-30,20.1794,0.7995,31.1372,0.0001,4.2571,0.0039,0.059000000000000004,0.0049,0.125,0.0047,0.662,0.0046,6.39,0.0042
2014-10-30,20.2018,0.8007,31.4073,0.0001,5.2571,0.0037,0.094,0.0049,0.152,0.0047,0.7240000000000001,0.0045,10.287,0.0039
2014-10-30,20.3441,0.8082,31.3446,0.0001,5.2286,0.0037,0.064,0.0049,0.248,0.0047,1.452,0.0043,9.868,0.0039
2014-10-30,20.1183,0.7963,31.5585,0.0001,5.2,0.0037,0.057,0.0049,0.217,0.0047,1.087,0.0044,10.578,0.0039
2014-10-30,19.5834,0.7658,31.734,0.0001,5.2,0.0037,0.084,0.0049,0.188,0.0047,1.4680000000000002,0.0043,7.165,0.0041
2014-11-04,23.5435,0.9245,34.4274,0.0001,4.76,0.0038,0.08,0.0049,0.11,0.0047,1.25,0.0044,1.58,0.0046
2014-11-04,23.3188,0.9191,34.3637,0.0001,4.79,0.0038,0.11,0.0049,0.29,0.0047,3.51,0.0038,3.27,0.0045
2014-11-04,22.9389,0.9092,34.3538,0.0001,4.79,0.0038,0.18,0.0051,0.1,0.0047,1.19,0.0044,1.87,0.0046
2014-11-04,22.5158,0.8968,34.0531,0.0001,4.87,0.0037,0.16,0.005,0.1,0.0047,1.19,0.0044,1.36,0.0046
2014-11-04,22.0903,0.8829,33.619,0.0001,4.92,0.0037,0.19,0.0051,0.14,0.0047,1.2,0.0044,2.13,0.0046
2014-11-04,22.1592,0.8853,33.3812,0.0001,4.9,0.0037,0.12,0.005,0.26,0.0047,0.86,0.0045,1.31,0.0046
2014-11-04,19.9618,0.7877,31.1982,0.0001,5.26,0.0037,0.2,0.0051,0.43,0.0046,4.13,0.0037,9.09,0.004
2014-11-04,19.9844,0.7889,31.1667,0.0001,5.18,0.0037,0.38,0.0055,0.22,0.0047,7.62,0.003,12.93,0.0037
2014-11-04,20.4712,0.8147,31.0669,0.0001,5.06,0.0037,0.43,0.0056,0.16,0.0047,9.87,0.0026,13.35,0.0037
2014-11-04,20.6835,0.8251,31.0085,0.0001,5.06,0.0037,0.33,0.0054,0.12,0.0047,6.63,0.0032,7.4,0.0041
2014-11-04,20.9384,0.8371,31.2194,0.0001,5.04,0.0037,0.56,0.0059,1.05,0.0044,19.82,0.0014,15.44,0.0035
2014-11-05,21.0774,0.8433,31.4685,0.0001,5.0,0.0037,0.34,0.0054,0.05,0.0047,4.32,0.0036,6.53,0.0042
2014-11-05,20.9306,0.8367,31.3339,0.0001,4.99,0.0037,0.42,0.0056,0.06,0.0047,6.06,0.0033,10.01,0.0039
2014-11-05,20.8414,0.8326,31.1141,0.0001,4.99,0.0037,0.4,0.0055,0.1,0.0047,7.01,0.0031,10.53,0.0039
2014-11-05,20.5564,0.8189,31.0876,0.0001,4.9,0.0037,0.37,0.0055,0.2,0.0047,5.09,0.0035,7.85,0.0041
2014-11-05,20.6316,0.8226,32.3643,0.0001,5.12,0.0037,0.21,0.0051,0.19,0.0047,1.23,0.0044,3.98,0.0044
2014-11-05,21.026,0.841,32.5977,0.0001,4.95,0.0037,0.23,0.0052,0.46,0.0046,2.22,0.0041,5.75,0.0043
2014-11-05,22.1136,0.8837,33.6391,0.0001,4.9,0.0037,0.29,0.0053,0.23,0.0047,1.04,0.0045,2.34,0.0045
2014-11-05,22.0698,0.8822,33.6132,0.0001,4.88,0.0037,0.19,0.0051,0.26,0.0047,1.29,0.0044,2.6,0.0045
2014-11-05,23.5529,0.9247,34.4967,0.0001,4.84,0.0038,0.15,0.005,0.05,0.0047,0.56,0.0046,1.75,0.0046
2014-11-05,23.8809,0.932,34.4954,0.0001,4.87,0.0037,0.15,0.005,0.03,0.0047,0.34,0.0047,1.62,0.0046
2014-11-05,23.6223,0.9263,34.4712,0.0001,4.89,0.0037,0.1,0.0049,0.01,0.0047,0.83,0.0045,1.19,0.0046
2014-11-08,22.1825,0.8861,34.1976,0.0001,4.92,0.0037,0.22,0.0052,0.07,0.0047,3.2,0.0039,1.68,0.0046
2014-11-08,21.533,0.8623,33.4344,0.0001,4.86,0.0037,0.26,0.0052,0.34,0.0046,2.45,0.0041,2.32,0.0045
2014-11-08,21.4649,0.8596,33.4433,0.0001,4.86,0.0037,0.16,0.005,0.26,0.0047,1.46,0.0043,2.11,0.0046
2014-11-08,20.9045,0.8355,32.7385,0.0001,5.03,0.0037,0.17,0.0051,0.36,0.0046,2.18,0.0042,4.13,0.0044
2014-11-08,20.1586,0.7984,31.5417,0.0001,4.99,0.0037,0.27,0.0053,0.34,0.0046,3.53,0.0038,6.3,0.0042
2014-11-08,20.3044,0.8061,31.3714,0.0001,4.93,0.0037,0.29,0.0053,0.32,0.0046,4.45,0.0036,7.65,0.0041
2014-11-08,20.5944,0.8208,31.49,0.0001,4.92,0.0037,0.23,0.0052,0.25,0.0047,5.84,0.0033,9.07,0.004
2014-11-08,21.0605,0.8425,31.9364,0.0001,4.9,0.0037,0.25,0.0052,0.09,0.0047,6.08,0.0033,8.38,0.004
2014-11-08,21.1533,0.8466,32.2975,0.0001,4.87,0.0037,0.31,0.0053,0.15,0.0047,5.98,0.0033,7.79,0.0041
2014-12-07,13.8606,0.3266,33.9079,0.0001,5.56,0.0036,0.3799,0.0055,0.4365,0.0046,5.0191,0.0035,8.9713,0.004
2014-12-07,14.0967,0.3442,33.8445,0.0001,5.51,0.0036,0.2957,0.0053,0.4113,0.0046,4.9246,0.0035,7.9192,0.0041
2014-12-07,15.7641,0.4778,33.8787,0.0001,5.15,0.0037,0.2536,0.0052,0.4132,0.0046,3.5081,0.0038,5.9001,0.0042
2014-12-08,16.2987,0.5224,33.96,0.0001,5.11,0.0037,0.2413,0.0052,0.644,0.0045,3.0705,0.0039,5.1052,0.0043
2014-12-08,15.4123,0.4487,33.9707,0.0001,5.21,0.0037,0.3797,0.0055,0.6447,0.0045,5.06,0.0035,7.4595,0.0041
2014-12-08,15.7825,0.4793,33.9345,0.0001,5.17,0.0037,0.2695,0.0053,0.6466,0.0045,3.3824,0.0039,4.7947,0.0043
2014-12-08,15.8873,0.4881,33.9308,0.0001,5.2,0.0037,0.3166,0.0053,0.7697,0.0045,4.3139,0.0036,5.9041,0.0042
2014-12-08,16.2443,0.5178,33.9065,0.0001,5.07,0.0037,0.2967,0.0053,0.3501,0.0046,3.3179,0.0039,5.5005,0.0043
2014-12-08,15.3182,0.4409,33.8909,0.0001,5.26,0.0037,0.2864,0.0053,0.3996,0.0046,4.0202,0.0037,7.0298,0.0042
2014-12-09,11.0337,0.1589,32.0566,0.0001,6.6549,0.0034,0.7893,0.0064,0.071,0.0047,14.0839,0.002,7.4313,0.0041
2014-12-09,11.7251,0.1922,32.5119,0.0001,6.4355,0.0035,0.384,0.0055,0.3714,0.0046,20.027,0.0014,5.9386,0.0042
2014-12-09,9.8279,0.1122,32.3315,0.0001,6.6257,0.0034,0.6319,0.006,0.1956,0.0047,10.5433,0.0025,10.0147,0.0039
2014-12-09,10.9447,0.155,32.0071,0.0001,6.6549,0.0034,0.13699999999999998,0.005,0.4584,0.0046,12.3227,0.0022,7.3396,0.0041
2014-12-09,14.7521,0.395,33.8552,0.0001,5.3,0.0037,0.3668,0.0055,0.4511,0.0046,5.6519,0.0034,8.9617,0.004
2014-12-09,16.0666,0.503,33.9733,0.0001,5.12,0.0037,0.293,0.0053,0.3534,0.0046,4.2393,0.0037,7.2955,0.0041
2014-12-10,11.7096,0.1914,32.2529,0.0001,6.5525,0.0035,0.5158,0.0058,0.349,0.0046,12.838,0.0022,5.1575,0.0043
2014-12-10,16.2583,0.519,33.9872,0.0001,5.23,0.0037,0.1765,0.0051,0.3703,0.0046,1.6856,0.0043,2.0224,0.0046
2014-12-10,10.959000000000001,0.1556,32.2853,0.0001,6.6988,0.0034,0.7349,0.0063,0.2884,0.0047,10.4923,0.0025,6.1915,0.0042
2014-12-10,15.7235,0.4744,33.9336,0.0001,5.2,0.0037,0.2471,0.0052,0.5667,0.0046,3.4623,0.0038,4.5942,0.0043
2014-12-10,11.6249,0.1871,32.6672,0.0001,6.026,0.0035,0.4868,0.0057,0.293,0.0047,7.4739,0.003,9.918,0.0039
2014-12-10,12.2978,0.2236,32.7489,0.0001,6.1137,0.0035,0.5162,0.0058,0.2057,0.0047,11.3089,0.0024,6.2492,0.0042
2014-12-10,15.5247,0.4579,34.0003,0.0001,5.18,0.0037,0.33799999999999997,0.0054,0.6081,0.0045,4.7821,0.0035,7.1785,0.0041
2014-12-10,10.7942,0.1486,32.5859,0.0001,6.6403,0.0034,0.4651,0.0057,0.1348,0.0047,18.0323,0.0016,4.612,0.0043
2014-12-10,14.4332,0.3699,33.9413,0.0001,5.56,0.0036,0.1636,0.005,0.4558,0.0046,2.089,0.0042,3.8546,0.0044
2014-12-10,16.6445,0.551,33.9904,0.0001,5.08,0.0037,0.2791,0.0053,0.7876,0.0045,3.793,0.0038,6.0274,0.0042
2014-12-10,16.8739,0.5699,34.0585,0.0001,5.11,0.0037,0.2278,0.0052,0.6109,0.0045,3.0481,0.0039,5.0298,0.0043
2014-12-10,14.4305,0.3697,33.8346,0.0001,5.24,0.0037,0.4513,0.0056,0.4295,0.0046,7.312,0.003,12.5854,0.0037
2014-12-14,9.9235,0.1154,32.591,0.0001,6.5818,0.0034,0.5067,0.0057,0.2334,0.0047,11.3549,0.0024,6.8228,0.0042
2014-12-14,12.0082,0.2073,32.8712,0.0001,6.6403,0.0034,0.4601,0.0056,0.1446,0.0047,11.6769,0.0023,6.3632,0.0042
