Observation Date,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon,Probability
2015-08-05,0.03,0.03,0.42,2.03,0.2159
2015-08-05,0.02,0.02,0.41,2.52,0.2097
2015-08-05,0.15,0.03,0.21,2.72,0.2135
2015-08-06,0.01,0.03,0.3,4.98,0.1717
2015-08-06,0.01,0.03,0.63,1.74,0.2144
2015-08-06,0.02,0.03,0.33,2.05,0.2178
2015-08-06,0.84,0.96,4.77,5.31,0.032
2015-08-06,0.01,0.03,0.12,1.58,0.232
2015-08-06,0.19,0.15,0.53,2.54,0.1844
2015-08-06,0.47,0.48,0.17,4.86,0.1152
2015-08-07,0.05,0.84,0.61,2.4,0.0832
2015-08-07,0.58,0.16,4.35,4.74,0.0916
2015-08-07,0.16,0.29,1.1,1.78,0.1557
2015-08-07,0.26,0.18,6.63,5.39,0.0561
2015-08-07,0.08,0.33,1.17,5.71,0.1027
2015-08-08,0.48,0.17,1.09,5.76,0.132
2015-08-08,0.21,0.17,1.17,4.64,0.1383
2015-08-08,0.02,0.05,0.23,2.1,0.2154
2015-08-08,0.01,0.03,0.19,1.92,0.2238
2015-08-08,0.01,0.03,0.41,4.89,0.1704
2015-08-08,0.0001,0.02,0.54,4.06,0.1811
2015-08-09,0.01,0.01,0.46,5.65,0.1621
2015-08-09,0.01,0.02,0.62,6.1,0.1508
2015-08-09,0.02,0.01,0.2,4.27,0.1889
2015-08-09,0.02,0.01,0.25,4.79,0.1797
2015-08-09,0.01,0.01,0.2,4.21,0.1896
2015-08-10,0.02,0.02,0.27,5.84,0.1623
2015-08-10,0.1,0.02,0.17,1.27,0.2414
2015-08-10,0.01,0.01,0.03,1.93,0.2329
2015-08-10,0.14,0.27,8.85,8.85,0.0245
2015-08-10,0.54,0.26,2.54,6.23,0.0929
2015-08-10,0.07,0.09,0.76,5.81,0.1416
2015-08-11,0.8,0.34,4.83,2.34,0.0892
2015-08-11,0.58,0.28,3.2,4.72,0.095
2015-08-11,0.44,0.25,5.22,5.25,0.0671
2015-08-11,0.24,0.37,2.98,8.75,0.0571
2015-08-11,0.44,0.18,2.17,8.46,0.0864
2015-08-11,0.01,0.01,0.18,5.53,0.1703
2015-08-11,0.01,0.01,0.47,7.96,0.1324
2015-08-12,0.02,0.01,0.37,3.58,0.1954
2015-08-12,0.13,0.01,0.41,5.22,0.1723
2015-08-12,0.01,0.02,0.45,4.07,0.1835
2015-08-12,0.01,0.02,0.49,7.22,0.1394
2015-08-12,0.01,0.02,0.19,7.65,0.1401
2015-08-12,0.01,0.02,0.33,1.77,0.2246
2015-08-13,0.3,0.15,12.67,7.08,0.0187
2015-08-13,0.53,0.24,4.81,8.19,0.0555
2015-08-13,0.9,0.27,6.34,8.0,0.0455
2015-08-14,1.92,0.57,0.21,5.93,0.1176
2015-08-14,0.82,0.38,6.26,9.69,0.0336
2015-08-14,0.41,0.16,5.13,5.06,0.0768
2015-08-14,1.07,0.11,4.95,7.58,0.0736
2015-08-14,0.01,0.03,0.08,7.63,0.141
2015-08-14,0.32,0.22,4.23,11.39,0.0442
2015-08-15,0.01,0.02,0.15,5.66,0.1673
2015-08-15,0.01,0.02,0.2,6.25,0.158
2015-08-15,0.01,0.03,0.38,6.41,0.1502
2015-08-17,0.06,0.1,0.75,7.37,0.122
2015-08-17,0.06,0.04,0.43,5.53,0.1604
2015-08-17,0.06,0.02,0.18,7.75,0.1402
2015-08-17,0.06,0.03,0.16,5.53,0.1683
2015-08-17,0.09,0.02,0.18,6.2,0.161
2015-08-18,0.08,0.04,0.16,4.03,0.1894
2015-08-18,0.07,0.03,0.15,3.84,0.1944
2015-08-18,0.36,0.25,0.38,17.26,0.0448
2015-08-18,0.07,0.03,0.2,4.9,0.1768
2015-08-18,0.14,0.06,0.15,6.76,0.1486
2015-08-19,0.0001,0.02,0.85,1.69,0.2109
2015-08-19,0.01,0.02,1.22,2.7,0.1851
2015-08-19,0.0001,0.02,0.52,5.13,0.166
2015-08-19,0.03,0.02,1.19,7.55,0.1226
2015-08-19,0.0001,0.02,0.41,8.09,0.1304
2015-08-19,0.05,0.02,0.15,5.79,0.1664
2015-08-19,0.01,0.02,0.89,1.14,0.2196
2015-08-19,0.06,0.04,0.25,6.49,0.1515
2015-08-19,0.08,0.01,0.17,5.6,0.1712
2015-08-20,0.01,0.02,1.25,0.5,0.2204
2015-08-20,0.14,0.02,0.16,4.71,0.1844
2015-08-20,0.08,0.03,1.94,1.61,0.1836
2015-08-20,0.0001,0.04,1.5,4.84,0.145
2015-08-20,0.07,0.02,0.17,1.84,0.2299
2015-08-20,0.08,0.08,0.13,5.33,0.1634
2015-08-20,0.08,0.03,0.2,7.14,0.1462
2015-08-27,0.0001,0.09,0.89,3.19,0.1723
2015-08-27,0.0001,0.02,0.88,3.27,0.1846
2015-08-27,0.0001,0.05,1.0,5.8,0.1416
2015-08-27,0.08,0.1,0.54,7.53,0.1244
2015-08-27,0.0001,0.04,1.39,2.84,0.1747
2015-08-27,0.0001,0.05,0.68,3.03,0.1875
2015-08-27,0.07,0.05,0.34,9.94,0.109
2015-08-27,0.0001,0.05,1.22,3.11,0.173
2015-08-27,0.0001,0.05,1.79,3.91,0.1491
2015-08-27,0.0001,0.09,1.28,3.23,0.1627
2015-08-27,0.0001,0.09,1.06,1.75,0.1899
2015-08-27,0.08,0.09,0.14,0.17,0.2456
2015-08-27,0.0001,0.14,2.68,2.98,0.1288
2015-08-28,0.07,0.07,0.29,9.24,0.1144
2015-08-28,0.06,0.05,0.19,9.78,0.1129
2015-08-28,0.0001,0.05,0.9,0.19,0.2291
2015-08-28,0.06,0.07,0.34,6.27,0.1475
2015-08-28,0.0001,0.02,0.66,1.76,0.2151
2015-08-28,0.05,0.03,0.22,6.86,0.1487
2015-08-28,0.0001,0.06,1.44,0.43,0.2073
2015-08-28,0.0001,0.08,1.57,0.56,0.1975
2015-08-28,0.07,0.07,0.59,8.55,0.1164
2015-08-28,0.01,0.07,1.38,2.06,0.1812
2015-08-28,0.0001,0.13,1.72,3.76,0.1397
2015-08-28,0.01,0.09,1.75,4.03,0.1423
2015-08-28,0.0001,0.09,1.61,3.52,0.1515
2015-08-28,0.0001,0.02,1.2,4.55,0.1585
2015-08-28,0.0001,0.01,0.79,2.66,0.1986
2015-08-29,0.0001,0.03,0.92,2.49,0.1938
2015-10-05,0.8,0.61,14.0,4.9,0.0114
2015-10-05,0.04,0.05,2.55,4.96,0.1226
2015-10-06,0.12,0.15,20.21,3.99,0.0071
2015-10-06,1.0,0.18,16.14,5.55,0.0134
2015-10-06,0.09,0.1,4.28,4.71,0.0921
2015-10-06,0.0001,0.09,16.34,9.05,0.0086
2015-10-06,1.14,0.31,16.53,4.19,0.0125
2015-10-07,0.97,0.33,16.32,9.81,0.0069
2015-10-14,0.54,0.26,4.72,4.02,0.0818
2015-10-14,0.47,0.25,10.67,8.01,0.0215
2015-10-14,0.13,0.33,8.04,9.53,0.0242
2015-10-14,0.2,0.16,6.82,7.17,0.0465
2015-10-14,0.15,0.13,15.73,9.52,0.0088
2015-10-14,0.25,0.09,3.87,10.21,0.0607
2015-10-15,0.05,0.11,4.45,5.81,0.0796
2015-10-15,0.04,0.4,4.85,5.89,0.0522
2015-10-15,0.71,0.31,7.64,19.21,0.0111
2015-10-15,1.57,0.23,18.94,22.84,0.0015
2015-10-15,0.54,0.32,8.42,7.8,0.0293
2015-10-16,0.35,0.09,1.6,10.88,0.0825
2015-10-16,0.11,0.07,4.96,13.24,0.0381
2015-10-16,0.27,0.17,2.21,7.16,0.0954
2015-10-16,0.23,0.06,3.44,6.09,0.0987
2015-10-17,0.66,0.3,13.42,12.9,0.0081
2015-10-17,0.37,0.21,3.53,5.53,0.088
2015-10-21,0.05,0.05,1.21,3.84,0.164
2015-10-21,0.05,0.12,1.18,5.44,0.1328
2015-10-22,0.05,0.08,0.88,5.6,0.1429
2015-10-22,0.05,0.06,0.88,4.04,0.1671
2015-10-22,0.09,0.05,1.34,6.21,0.1319
2015-10-23,0.01,0.01,1.44,1.87,0.1944
2015-10-23,0.06,0.14,1.78,2.03,0.1606
2015-10-23,0.04,0.3,0.95,1.78,0.1546
2015-10-23,0.05,0.11,0.89,5.21,0.1428
2015-10-23,0.06,0.06,0.73,2.62,0.1923
2015-10-24,0.05,0.05,0.73,0.88,0.2233
2015-10-24,0.04,0.11,0.97,3.67,0.1611
2015-10-24,0.09,0.09,1.06,3.97,0.1596
2015-10-24,0.07,0.11,3.15,5.66,0.0987
2015-10-24,0.06,0.1,1.02,1.93,0.1877
2015-10-24,0.05,0.09,0.98,0.59,0.2124
2015-10-24,0.06,0.05,1.43,7.76,0.1128
2015-10-25,0.05,0.06,1.27,0.72,0.2086
2015-10-29,0.07,0.18,2.43,3.67,0.1214
2015-10-29,0.3,0.7,6.16,12.63,0.0156
2015-10-30,0.31,0.42,3.32,6.64,0.0631
2015-10-30,0.05,0.06,1.13,4.07,0.1609
2015-10-30,0.05,0.08,0.94,6.56,0.1302
2015-10-30,0.11,0.24,1.74,7.79,0.0868
2015-10-30,0.06,0.08,0.94,6.02,0.1368
2015-10-30,0.52,0.4,7.19,10.51,0.0247
2015-11-01,0.01,0.15,2.58,5.83,0.1001
2015-11-05,0.22,0.07,3.2,1.68,0.1497
2015-11-05,0.26,0.34,2.45,2.32,0.1173
2015-11-05,0.16,0.26,1.46,2.11,0.1486
2015-11-05,0.17,0.36,2.18,4.13,0.0999
2015-11-05,0.27,0.34,3.53,6.3,0.069
2015-11-05,0.29,0.32,4.45,7.65,0.054
2015-11-05,0.23,0.25,5.84,9.07,0.0406
2015-11-05,0.25,0.09,6.08,8.38,0.0511
2015-11-05,0.31,0.15,5.98,7.79,0.0516
2015-11-06,0.34,0.05,4.32,6.53,0.0854
2015-11-06,0.42,0.06,6.06,10.01,0.0467
2015-11-06,0.4,0.1,7.01,10.53,0.0362
2015-11-06,0.37,0.2,5.09,7.85,0.0561
2015-11-06,0.21,0.19,1.23,3.98,0.142
2015-11-06,0.23,0.46,2.22,5.75,0.0766
2015-11-06,0.29,0.23,1.04,2.34,0.1629
2015-11-06,0.19,0.26,1.29,2.6,0.1466
2015-11-06,0.15,0.05,0.56,1.75,0.216
2015-11-06,0.15,0.03,0.34,1.62,0.2291
2015-11-06,0.1,0.01,0.83,1.19,0.2254
2015-11-08,0.56,1.05,19.82,15.44,0.0008
2015-11-08,0.33,0.12,6.63,7.4,0.0503
2015-11-08,0.43,0.16,9.87,13.35,0.016
2015-11-08,0.38,0.22,7.62,12.93,0.0222
2015-11-09,0.2,0.43,4.13,9.09,0.0425
2015-11-09,0.12,0.26,0.86,1.31,0.1721
2015-11-09,0.19,0.14,1.2,2.13,0.176
2015-11-09,0.16,0.1,1.19,1.36,0.195
2015-11-09,0.18,0.1,1.19,1.87,0.1875
2015-11-09,0.11,0.29,3.51,3.27,0.095
2015-11-09,0.08,0.11,1.25,1.58,0.1859
2015-12-07,0.03,0.18,1.14,4.57,0.1344
2015-12-07,0.0001,0.2,0.82,4.24,0.1411
2015-12-07,0.12,0.17,2.44,6.59,0.0948
2015-12-07,0.35,0.38,5.48,10.76,0.0317
2015-12-08,0.29,0.77,4.81,7.66,0.0291
2015-12-08,0.29,0.75,4.4,7.41,0.0327
2015-12-08,0.0001,0.25,1.04,4.67,0.1244
2015-12-09,0.19,0.53,3.4,8.3,0.0455
2015-12-09,0.29,0.7,4.89,7.86,0.0308
2015-12-09,0.33,0.7,5.18,8.25,0.0285
2015-12-09,0.34,0.73,5.15,7.77,0.0289
2015-12-09,0.32,0.34,5.72,8.7,0.039
2015-12-10,0.3,0.41,5.64,8.72,0.036
2015-12-10,0.26,0.32,5.17,7.49,0.0486
2015-12-10,0.31,0.7,5.3,9.21,0.0253
2015-12-10,0.35,0.48,6.33,11.11,0.0235
2015-12-14,0.39,0.49,6.74,11.47,0.0211
2015-12-14,0.36,0.36,5.65,8.38,0.04
2015-12-14,0.27,0.3,4.44,7.38,0.0566
2015-12-14,0.3,0.3,5.19,8.1,0.0471
2015-12-15,0.37,0.44,5.68,8.24,0.0366
2015-12-15,0.36,0.36,5.47,8.61,0.0402
2015-12-15,0.42,0.36,7.16,11.18,0.024
2015-12-18,0.6,0.53,8.68,14.91,0.0107
2015-12-18,0.53,0.46,8.21,12.19,0.0164
2015-12-19,0.41,0.42,6.15,9.79,0.0301
2015-12-19,0.58,0.31,8.85,14.78,0.0139
2015-12-19,0.59,0.83,8.58,16.58,0.0062
2015-12-19,0.42,0.48,6.27,11.6,0.0229
2015-12-19,0.38,0.57,5.77,10.44,0.0247
2015-12-19,0.58,0.37,8.43,16.65,0.0114
2015-12-19,0.63,0.52,8.41,17.34,0.0089
2015-12-19,0.3,0.61,4.55,9.2,0.032
2015-12-20,0.16,0.53,2.32,4.75,0.0754
2015-12-20,0.34,0.46,5.53,10.37,0.0295
2015-12-20,0.67,0.32,9.22,18.21,0.0093
2015-12-20,0.63,0.14,9.16,17.19,0.013
2015-12-20,0.5,0.37,7.87,13.87,0.0163
2015-12-20,0.31,0.61,4.18,8.16,0.0376
2015-12-20,0.24,0.73,3.06,6.68,0.0443
2015-12-20,0.22,0.64,2.98,5.55,0.0557
2015-12-20,0.21,0.6,3.03,5.45,0.0585
2015-12-21,0.2,0.71,2.67,5.75,0.0526
2015-12-21,0.21,0.69,2.97,6.39,0.0484
2015-12-22,0.27,0.58,4.6,9.47,0.0319
2015-12-22,0.32,0.41,5.7,10.71,0.0294
2015-12-23,0.5,0.27,9.14,15.18,0.0132
2015-12-23,0.39,0.32,7.16,13.05,0.0208
2015-12-23,0.35,0.33,6.49,11.8,0.0258
2015-12-23,0.4,0.45,6.71,11.7,0.0218
2015-12-23,0.4,0.47,7.18,11.48,0.0201
2015-12-23,0.63,0.19,9.6,15.51,0.0134
2016-02-02,0.391,0.5073,4.8979,6.0877,0.0473
2016-02-03,1.5646,1.0121,39.1894,8.8898,0.0001
2016-02-03,0.6445,0.4846,8.8072,8.4445,0.0214
2016-02-03,0.4252,0.2242,3.966,6.8361,0.0722
2016-02-03,0.5770000000000001,0.1894,6.2374,10.2248,0.0389
2016-02-03,0.5478,0.1277,6.2195,10.1365,0.0423
2016-02-03,0.5362,0.1416,6.7425,8.5142,0.0447
2016-02-03,0.6239,0.1336,8.0742,12.707,0.0245
2016-02-03,0.6008,0.1121,7.871,12.2747,0.027
2016-02-03,0.6966,0.0954,10.0546,14.4613,0.0158
2016-02-03,0.6567,0.0788,9.566,13.8636,0.0184
2016-02-03,0.4763,0.1003,7.1999,11.8359,0.0312
2016-02-03,0.7402,0.147,11.1026,15.9042,0.0108
2016-02-03,0.6277,0.1258,9.3624,12.7461,0.0199
2016-02-04,0.3705,0.06,4.1849,6.2142,0.0891
2016-02-04,0.4189,0.0674,5.5316,7.4776,0.0642
2016-02-04,0.5956,0.1074,6.449,10.0788,0.0424
2016-02-04,0.5059,0.1498,6.2533,10.2731,0.0401
2016-02-04,0.5952,0.10800000000000001,4.0003,6.2829999999999995,0.0893
2016-02-04,0.5746,0.2191,6.5675,9.9124,0.0367
2016-02-04,0.5718,0.2474,6.2125,11.1591,0.0331
2016-02-04,0.3752,0.4599,3.9532,6.8529,0.0539
2016-02-04,0.2359,0.193,3.7652,6.7878,0.0753
2016-02-04,0.3987,0.0866,5.2546,8.1497,0.0613
2016-02-04,0.4277,0.0835,6.2595,11.5024,0.0381
2016-02-04,0.4824,0.0671,7.2254,11.1572,0.0347
2016-02-04,0.4972,0.0755,7.5079,11.6011,0.0315
2016-02-05,0.4723,0.0496,6.8481,10.6782,0.0394
2016-02-05,0.4091,0.0292,6.4239,9.8559,0.0464
2016-02-05,0.4959,0.0505,8.5627,13.1517,0.0235
2016-02-05,0.41100000000000003,0.0084,4.798,7.4393,0.0774
2016-02-05,0.5257,0.0565,10.0045,15.2715,0.015
2016-02-17,0.6949,0.0887,7.9712,5.0601,0.0563
2016-02-17,0.2986,0.1528,4.9093,4.0719,0.0863
2016-02-19,0.391,0.0242,0.3054,2.5483,0.2223
2016-02-19,0.0847,0.028999999999999998,0.3493,2.3213,0.2147
2016-02-19,0.0272,0.0254,0.4223,2.0286,0.2168
2016-02-19,0.0151,0.0248,0.4056,2.5247,0.2086
2016-02-19,0.3173,0.0558,6.4233,3.6285,0.0802
2016-02-19,0.3472,0.2978,8.8461,5.6605,0.0336
2016-02-19,0.1534,0.0278,0.2074,2.7157,0.2143
2016-02-20,0.0134,0.0302,0.3015,4.9805,0.1717
2016-02-20,0.0121,0.0296,0.6338,1.7399,0.2144
2016-02-20,0.0193,0.0284,0.3261,2.0522,0.2182
2016-02-20,0.0125,0.0266,0.1208,1.5807,0.2328
2016-02-21,0.0187,0.0453,0.2279,2.1015,0.2164
2016-02-21,0.0126,0.028999999999999998,0.1878,1.9156,0.2243
2016-02-22,0.5604,0.14,9.1598,6.0419,0.0389
2016-02-22,0.0133,0.0278,0.4069,4.888,0.171
2016-02-22,0.5684,0.1507,8.6271,6.5551,0.0398
2016-02-22,1.0158,0.0935,5.0314,5.6872,0.0877
2016-02-22,0.0011,0.0177,0.5413,4.0566,0.1816
2016-02-22,0.6969,0.0703,8.6224,5.9105,0.0478
2016-02-22,0.0115,0.0142,0.4649,5.648,0.1613
2016-02-22,0.9258,0.3792,11.7452,7.8375,0.0168
2016-02-22,0.34700000000000003,0.0924,7.9066,5.745,0.05
2016-02-22,0.0137,0.0154,0.6174,6.1032,0.1517
2016-02-22,0.4219,0.0884,5.608,5.3309,0.0759
2016-02-22,0.3218,0.0601,4.6369,5.3389,0.0895
2016-02-22,0.8442,0.1041,11.860999999999999,9.6292,0.0193
2016-02-22,0.0178,0.0142,0.1991,4.274,0.188
2016-02-22,0.5004,0.0892,5.3143,5.3392,0.0803
2016-02-22,0.016,0.0142,0.2486,4.7874,0.1789
2016-02-23,0.5433,0.0484,7.7512,5.1299,0.0593
2016-02-23,0.0149,0.0146,0.1997,4.2076,0.1889
2016-02-23,0.8032,0.0275,9.3232,5.3536,0.0484
2016-02-23,0.8541,0.0459,6.8928,4.1272,0.0786
2016-02-23,0.0184,0.0165,0.2716,5.8388,0.1628
2016-02-23,0.9471,0.1009,8.2954,14.7799,0.0211
2016-02-23,0.1031,0.0177,0.1734,1.2658,0.242
2016-02-23,0.0106,0.015,0.0325,1.9282,0.2317
2016-02-23,0.8567,0.0536,9.9383,9.6202,0.0282
2016-02-25,0.9952,0.1228,10.8918,6.7454,0.0302
2016-02-25,0.4993,0.0236,6.6796,6.0859,0.0655
2016-02-25,0.5936,0.0681,4.6318,6.4596,0.0836
2016-02-25,0.593,0.0391,5.3837,5.7461,0.0824
2016-02-26,1.0947,0.0024,6.0151,6.2558,0.0807
2016-02-26,0.3437,0.0778,2.9439,4.8907,0.1182
2016-02-26,0.0149,0.0146,0.1825,5.5255,0.1696
2016-02-26,0.0137,0.0131,0.4681,7.9559,0.1321
2016-02-26,0.0191,0.0112,0.374,3.585,0.195
2016-02-27,0.1271,0.0112,0.4053,5.2213,0.1721
2016-02-27,0.01,0.017,0.4464,4.0703,0.1841
2016-02-27,0.01,0.0244,0.4928,7.2198,0.1386
2016-02-27,0.01,0.0223,0.1919,7.6504,0.1397
2016-02-27,0.01,0.0196,0.3284,1.7716,0.2248
2016-02-28,0.01,0.031,0.0756,7.6288,0.141
2016-02-28,0.3249,0.2244,4.2274,11.3856,0.044
2016-02-28,0.01,0.0192,0.1451,5.662000000000001,0.1675
2016-02-28,0.01,0.0218,0.1991,6.2518,0.1577
2016-02-28,0.01,0.0292,0.3795,6.407,0.1504
2016-03-03,0.4677,0.4004,8.7606,11.411,0.0173
2016-03-03,0.4677,0.4004,8.7606,11.411,0.0173
2016-03-03,0.41100000000000003,0.3246,6.2934,10.845999999999998,0.0298
2016-03-03,0.2072,0.2298,3.2022,5.617999999999999,0.0873
2016-03-03,0.511,0.2844,6.1376,10.853,0.0327
2016-03-03,0.3998,0.2276,4.9694,8.857000000000003,0.0504
2016-03-03,0.3461,0.2423,5.5947,9.181000000000001,0.043
2016-03-04,0.3125,0.2429,4.5381,8.525,0.0539
2016-03-04,0.3005,0.1702,4.8768,8.198,0.0575
2016-03-04,0.4117,0.1615,6.4085,11.027000000000001,0.0352
2016-03-04,0.4558,0.2042,6.7298,12.51,0.0276
2016-03-04,0.3207,0.1431,5.2879,8.44,0.0546
2016-03-04,0.2423,0.23199999999999998,3.9539999999999997,7.434,0.0657
2016-03-07,0.2796,0.3178,4.3172,7.843,0.0541
2016-03-07,0.2796,0.3178,4.3172,7.843,0.0541
2016-03-07,0.2296,0.373,3.361,6.171,0.0685
2016-03-07,0.4856,0.0838,7.2462,10.913,0.0347
2016-03-07,0.2012,0.3848,2.3842,4.756,0.0892
2016-03-07,0.2266,0.0851,3.3139,7.178,0.0883
2016-03-12,0.349,0.3265,5.3365,8.326,0.044
2016-03-12,0.4043,0.0707,5.8143,9.185,0.0518
2016-03-12,0.4461,0.0751,7.4619,10.364,0.0355
2016-03-12,0.4461,0.0751,7.4619,10.364,0.0355
2016-03-12,0.3886,0.0823,6.3317,9.443999999999999,0.0458
2016-03-12,0.2781,0.1706,3.8424,6.591,0.0784
2016-03-13,0.2244,0.354,2.18,4.995,0.0937
2016-03-13,0.2453,0.1534,3.8146,6.2010000000000005,0.0829
2016-03-13,0.4976,0.1029,8.3541,12.889000000000001,0.0233
2016-04-05,0.2627,0.0358,13.3062,5.1201,0.0235
2016-04-05,0.2804,0.1708,8.3562,4.8603,0.0455
2016-04-05,0.2355,0.1221,8.3079,4.4239,0.0504
2016-04-05,0.1565,0.1433,6.1517,4.3325,0.0687
2016-04-06,0.1924,0.1031,3.2959,8.7594,0.0744
2016-04-06,0.3103,0.0311,6.0519,8.101,0.0572
2016-04-06,0.3511,0.2824,5.0706,7.0457,0.0548
2016-04-06,0.452,0.5218,12.2962,9.6521,0.0098
2016-04-06,0.6607,0.1051,9.5329,4.0933,0.047
2016-04-06,0.4367,0.3225,7.3435,7.7791,0.0343
2016-04-08,0.1135,0.0406,0.7463,1.6383,0.2136
2016-04-08,0.0958,0.0346,0.2141,1.6193,0.2301
2016-04-08,0.6485,0.2888,11.9282,11.5372,0.012
2016-04-08,0.16,0.0301,0.6501,2.5509,0.2045
2016-04-08,0.3793,0.2095,7.1375,9.7174,0.0334
2016-04-08,0.0126,0.1284,1.5396,7.0089,0.1077
2016-04-08,0.1273,0.0469,0.4976,1.5466,0.2213
2016-04-08,0.0494,0.0005,3.5185,3.2528,0.1311
2016-04-09,0.2512,0.1401,1.9432,4.4945,0.1303
2016-04-09,0.055,0.1146,1.2594,1.4737,0.1857
2016-04-09,0.359,0.1131,1.7659,1.5307,0.1805
2016-04-09,0.0951,0.0229,0.3115,1.3289,0.2351
2016-04-09,0.3505,0.132,5.831,6.3306,0.0625
2016-04-09,0.3321,0.0713,10.2267,9.5977,0.0241
2016-04-09,0.2108,0.0841,1.3951,2.8094,0.1722
2016-04-09,0.8831,0.4213,14.1407,13.5005,0.006
2016-04-09,0.1511,0.0283,0.7441,2.8756,0.1968
2016-04-09,0.109,0.0332,0.4123,1.0941,0.2345
2016-04-10,0.1778,0.0763,6.6137,7.7358,0.0502
2016-04-10,0.0763,0.068,5.555,1.9711,0.1013
2016-04-10,0.0697,0.0389,6.7221,11.6627,0.0346
2016-04-10,0.267,0.4048,11.2012,10.9318,0.0117
2016-04-10,0.7093,0.4238,12.4822,14.3385,0.007
2016-04-11,0.4739,0.2766,9.1704,13.479000000000001,0.0154
2016-04-11,0.1402,0.0612,0.9661,2.5716,0.1889
2016-04-11,0.179,0.0865,1.0987,4.0166,0.1608
2016-04-11,0.1843,0.0142,1.395,3.4476,0.1751
2016-04-11,0.1526,0.0214,0.5615,2.1807,0.2148
2016-04-12,0.1805,0.0295,1.1349,2.1838,0.1982
2016-04-12,0.161,0.042,1.0407,2.9477,0.1855
2016-04-12,0.1731,0.0615,1.6846,3.6124,0.1574
2016-04-12,0.2382,0.1066,1.6603,3.9548,0.1474
2016-04-12,0.2893,0.0935,1.5976,4.9125,0.1399
2016-04-12,0.2407,0.0559,1.4903,3.51,0.1658
2016-04-14,0.1621,0.0984,1.088,3.3339999999999996,0.1681
2016-04-14,0.2563,0.1113,1.7051,5.1811,0.1312
2016-04-14,0.2561,0.11,1.6664,4.6481,0.1385
2016-04-14,0.1391,0.0238,0.34299999999999997,3.8567,0.1922
2016-04-15,0.2226,0.0508,1.1467,4.7666,0.1567
2016-04-15,0.2358,0.2034,1.2436,4.5272,0.1336
2016-04-15,0.18100000000000002,0.0572,0.5761,3.759,0.1824
2016-04-15,0.2314,0.0666,0.8101,4.7079,0.1625
2016-04-16,0.3105,0.18,2.833,4.145,0.1138
2016-04-16,0.0958,0.018000000000000002,0.34700000000000003,0.9840000000000001,0.2416
2016-04-16,0.1187,0.083,0.4370000000000001,3.137,0.1888
2016-04-16,0.1402,0.068,0.59,1.8869999999999998,0.2086
2016-04-16,0.2335,0.09,1.058,3.8760000000000003,0.1644
2016-04-18,0.2549,0.1739,1.514,5.4072,0.1232
2016-04-18,0.402,0.3122,3.0431,7.9675,0.0671
2016-04-18,0.2284,0.1626,1.1058,4.3378,0.1449
2016-04-18,0.2269,0.2263,1.3781,5.4861,0.1171
2016-04-18,0.4135,0.3984,2.4275,6.7884,0.0746
2016-04-19,0.4216,0.244,6.2520000000000024,9.261000000000001,0.0389
2016-04-19,0.2387,0.15,2.388,5.117,0.1139
2016-04-19,0.3046,0.166,3.113,6.376,0.0903
2016-04-19,0.2742,0.133,1.9340000000000002,4.08,0.1369
2016-04-20,0.2387,0.102,1.669,4.144,0.1455
2016-04-20,0.215,0.252,3.486,3.5580000000000003,0.0987
2016-04-20,0.2809,0.18899999999999997,1.7830000000000001,5.4479999999999995,0.1164
2016-04-22,0.1091,0.114,0.5539999999999999,4.879,0.1549
2016-04-22,0.1587,0.21100000000000002,1.494,4.171,0.1303
2016-04-22,0.1017,0.133,2.123,3.3819999999999997,0.138
2016-04-22,0.1246,0.11800000000000001,2.0780000000000003,5.034,0.1224
2016-04-23,0.1343,0.105,1.63,6.224,0.1195
2016-04-23,0.0639,0.047,2.717,2.343,0.1517
2016-04-23,0.1942,0.128,2.727,6.061,0.1012
2016-04-24,0.1158,0.054000000000000006,1.403,3.8160000000000003,0.1609
2016-04-24,0.158,0.07400000000000001,1.65,3.162,0.1618
2016-04-24,0.1765,0.105,2.066,1.618,0.1688
2016-04-24,0.3142,0.24100000000000002,4.685,5.687,0.0693
2016-05-23,0.0115,0.0683,1.1087,2.8187,0.1769
2016-05-23,0.0084,0.0474,0.7677,3.5302,0.1785
2016-05-23,0.0329,0.1156,0.7758,9.2712,0.1001
2016-05-23,0.0197,0.10099999999999999,0.5515,14.9223,0.0619
2016-05-23,0.036000000000000004,0.06,0.5612,6.7337,0.1382
2016-05-23,0.0329,0.0993,0.6054,11.2364,0.0873
2016-05-23,0.0235,0.1295,0.4844,9.0692,0.1046
2016-05-24,0.0115,0.0567,0.4001,5.9826,0.151
2016-05-24,0.0126,0.0848,0.335,9.0237,0.1129
2016-05-24,0.0046,0.1179,1.3302,8.0029,0.1027
2016-05-24,0.0528,0.27899999999999997,3.958,8.7279,0.0531
2016-05-24,0.026000000000000002,0.0712,0.3013,7.6414,0.1306
2016-05-24,0.1829,0.8593,4.4532,7.3688,0.0279
2016-05-24,0.1624,0.4614,2.3654,5.595,0.0751
2016-05-24,0.0136,0.0592,0.3936,8.2301,0.1238
2016-05-24,0.0176,0.0542,0.3792,7.6114,0.1318
2016-05-24,0.0222,0.0826,0.4262,10.2543,0.1
2016-05-24,0.0111,0.0503,0.2729,8.4437,0.1248
2016-05-25,0.0107,0.0426,0.3769,7.6501,0.133
